ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_3722-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
672850.49,15.62,2.02,199856.81,4.64
672915.82,15.62,2.02,199433.55,4.63
672779.84,15.62,2.02,199354.24,4.63
672397.84,15.61,2.02,199044.31,4.62
672659.11,15.62,2.02,199204.1,4.63
672711.81,15.63,2.03,199390.26,4.63
672764.51,15.63,2.03,199389.81,4.63
672817.21,15.63,2.04,199389.81,4.63
672681.23,15.63,2.04,199396.21,4.63
672545.26,15.64,2.04,199389.81,4.64
672409.28,15.64,2.04,199400.59,4.64
672273.3,15.64,2.04,199823.17,4.65
672137.32,15.64,2.04,199718.26,4.65
672001.35,15.64,2.04,199765.86,4.65
671842.67,15.63,2.04,199607.18,4.64
671895.37,15.64,2.04,199607.14,4.65
671759.39,15.64,2.04,199606.73,4.65
671343.55,15.63,2.03,199204.63,4.64
671207.57,15.63,2.03,199204.63,4.64
671071.59,15.63,2.03,199204.78,4.64
670935.61,15.63,2.03,199235.73,4.64
671179.65,15.64,2.04,199207.02,4.64
671043.67,15.64,2.04,199766.13,4.66
671096.37,15.64,2.05,199939.48,4.66
670960.4,15.65,2.05,199945.71,4.66
670753.97,15.64,2.04,199662.89,4.66
670753.97,15.64,2.04,199662.89,4.66
670457.54,15.64,2.04,199419.27,4.65
670522.86,15.64,2.04,198996.01,4.64
670288.28,15.64,2.04,198673.71,4.64
669998.27,15.63,2.03,198341.69,4.63
670363.87,15.64,2.04,198766.86,4.64
670163.55,15.64,2.04,198515.25,4.63
670163.55,15.64,2.04,198515.25,4.63
670163.55,15.64,2.04,198515.25,4.63
670459.57,15.65,2.05,198514.8,4.63
670459.57,15.65,2.05,198512.99,4.63
670323.59,15.65,2.05,198512.99,4.63
670187.61,15.65,2.05,198512.99,4.64
670051.64,15.65,2.05,198522.48,4.64
669679.64,15.64,2.04,198512.99,4.64
669543.66,15.64,2.04,199087.96,4.65
669839.68,15.65,2.05,198891.71,4.65
669703.7,15.65,2.05,198891.26,4.65
669567.73,15.65,2.05,198891.26,4.65
669395.57,15.65,2.05,198862.23,4.65
669259.6,15.65,2.05,198862.23,4.65
669123.62,15.65,2.05,198863.96,4.65
669000.26,15.65,2.05,198248.1,4.64
668764.36,15.65,2.05,197928.39,4.63
668764.36,15.65,2.05,197928.39,4.63
668764.36,15.65,2.05,197928.39,4.63
668628.38,15.65,2.05,197950.37,4.63
668818.84,15.66,2.06,198557.51,4.65
668682.86,15.66,2.06,198478.2,4.65
668557.7,15.66,2.06,198175.32,4.64
668414.15,15.66,2.06,198180.24,4.64
668414.15,15.66,2.06,198202.81,4.64
668414.15,15.66,2.06,198180.24,4.64
668414.15,15.66,2.06,198204.53,4.64
668466.85,15.66,2.06,198367.37,4.65
668771.02,15.67,2.07,198366.92,4.65
668823.72,15.68,2.08,198366.92,4.65
668687.75,15.68,2.08,198372.24,4.65
668551.77,15.68,2.08,198366.92,4.65
668795.8,15.68,2.09,198366.92,4.65
668425.66,15.68,2.08,198507.66,4.66
668425.66,15.68,2.08,198506.24,4.66
668729.83,15.69,2.09,198381.7,4.65
668782.53,15.69,2.09,198365.5,4.65
668646.55,15.69,2.09,199633.19,4.68
668276.4,15.68,2.09,199193.68,4.67
668329.1,15.69,2.09,199193.64,4.68
668193.13,15.69,2.09,199193.23,4.68
668057.15,15.69,2.09,199193.23,4.68
667921.17,15.69,2.09,199195.0,4.68
668217.19,15.7,2.1,199381.27,4.68
668081.22,15.7,2.1,199193.23,4.68
667956.05,15.7,2.1,199458.29,4.69
668102.85,15.71,2.11,199505.58,4.69
667982.54,15.71,2.11,199846.2,4.7
667846.56,15.71,2.11,199845.75,4.7
667458.09,15.7,2.1,199498.26,4.69
667322.11,15.7,2.1,199498.26,4.69
667618.13,15.71,2.11,199533.65,4.69
667396.87,15.7,2.11,199354.54,4.69
667587.32,15.71,2.11,199342.88,4.69
667451.35,15.71,2.11,199330.23,4.69
667315.37,15.71,2.11,200251.24,4.71
667505.82,15.72,2.12,200318.87,4.72
667558.52,15.72,2.13,200151.92,4.71
667422.54,15.72,2.13,200233.44,4.72
666334.73,15.73,2.13,200233.44,4.73
666387.43,15.73,2.13,200516.71,4.73
666577.88,15.74,2.14,200584.34,4.74
666441.9,15.74,2.14,200716.23,4.74
666305.92,15.74,2.14,200706.33,4.74
666358.63,15.74,2.15,200799.76,4.74
666157.36,15.74,2.14,200669.44,4.74
666021.38,15.74,2.14,200668.99,4.74
666074.09,15.75,2.15,200668.99,4.74
664986.27,15.75,2.15,200668.99,4.75
664850.29,15.75,2.15,200668.99,4.75
664902.99,15.75,2.16,200679.63,4.75
664767.01,15.75,2.16,200673.7,4.76
664398.26,15.75,2.15,200411.54,4.75
664450.96,15.75,2.15,200406.83,4.75
664503.66,15.76,2.16,200406.83,4.75
664694.12,15.76,2.17,201473.1,4.78
664558.14,15.76,2.17,201463.2,4.78
664422.16,15.76,2.17,201393.79,4.78
664286.18,15.76,2.17,201393.34,4.78
664076.51,15.76,2.16,201180.46,4.77
663940.53,15.76,2.16,201180.46,4.78
663804.55,15.76,2.16,201198.57,4.78
664108.73,15.77,2.17,201189.58,4.78
663738.58,15.76,2.17,201184.6,4.78
663602.6,15.76,2.17,201475.59,4.79
663488.26,15.76,2.17,201450.63,4.79
663241.22,15.76,2.16,201223.02,4.78
663241.22,15.76,2.16,201208.15,4.78
663105.25,15.76,2.16,201208.28,4.78
662997.89,15.76,2.16,201099.4,4.78
662997.89,15.76,2.16,201099.4,4.78
662851.09,15.76,2.16,200880.76,4.78
662704.3,15.76,2.16,200899.23,4.78
662568.32,15.76,2.16,200898.64,4.78
662864.34,15.77,2.17,200898.64,4.78
662728.37,15.77,2.17,200937.04,4.78
662781.07,15.77,2.18,200918.23,4.78
662645.09,15.77,2.18,200903.74,4.78
662697.79,15.78,2.18,200898.64,4.78
662750.49,15.78,2.18,201877.58,4.81
662614.52,15.78,2.18,201883.81,4.81
662478.54,15.78,2.19,201798.27,4.81
662180.19,15.78,2.18,201493.78,4.8
662180.19,15.78,2.18,201493.78,4.8
662044.21,15.78,2.18,201493.33,4.8
661672.21,15.77,2.17,201104.26,4.79
661536.23,15.77,2.17,201104.26,4.79
661400.26,15.77,2.17,201280.32,4.8
661452.96,15.78,2.18,201165.7,4.8
661452.96,15.78,2.18,201165.7,4.8
661316.98,15.78,2.18,201104.26,4.8
661181.0,15.78,2.18,201104.26,4.8
661181.0,15.78,2.18,201108.78,4.8
661045.03,15.78,2.18,201463.7,4.81
660909.05,15.78,2.18,201297.26,4.81
660773.07,15.78,2.18,201303.49,4.81
660773.07,15.78,2.18,201327.88,4.81
660825.77,15.78,2.19,201427.72,4.81
660689.8,15.78,2.19,201427.85,4.81
660553.82,15.78,2.19,201427.27,4.81
660417.84,15.78,2.19,201427.27,4.81
660281.86,15.79,2.19,201598.57,4.82
660472.32,15.79,2.19,201609.91,4.82
660357.97,15.79,2.2,202186.27,4.84
660221.99,15.79,2.2,202186.06,4.84
660086.02,15.79,2.2,202185.82,4.84
659950.04,15.79,2.2,202475.78,4.85
659950.04,15.79,2.2,202468.24,4.85
659991.92,15.8,2.2,202307.29,4.84
660225.14,15.81,2.21,202496.05,4.85
660089.17,15.81,2.21,202455.54,4.85
659953.19,15.81,2.21,202332.34,4.85
659817.21,15.81,2.21,202332.13,4.85
660119.95,15.82,2.22,203199.37,4.87
659983.98,15.82,2.22,203199.13,4.87
659848.0,15.82,2.22,203265.1,4.87
659701.21,15.82,2.22,202737.44,4.86
659701.21,15.82,2.22,202737.44,4.86
659743.09,15.82,2.23,202809.51,4.86
659795.79,15.83,2.23,202743.58,4.86
660091.81,15.84,2.24,202757.57,4.86
659955.84,15.84,2.24,203630.65,4.89
659819.86,15.84,2.24,203551.34,4.89
659614.48,15.83,2.24,203742.72,4.89
659918.66,15.84,2.25,204183.02,4.9
659904.66,15.85,2.25,203434.49,4.88
659534.51,15.84,2.24,203064.19,4.88
659797.83,15.85,2.25,203688.72,4.89
659661.85,15.85,2.25,203694.95,4.89
659957.87,15.86,2.26,203969.34,4.9
659821.89,15.86,2.26,203968.89,4.9
659449.9,15.85,2.25,203668.96,4.9
659449.9,15.85,2.25,203654.26,4.89
659313.92,15.85,2.25,203654.26,4.9
659313.92,15.85,2.25,203670.68,4.9
659177.94,15.85,2.25,203940.18,4.9
659041.96,15.85,2.25,203867.68,4.9
659094.67,15.86,2.26,203670.68,4.9
658980.32,15.86,2.26,204458.88,4.92
658533.74,15.85,2.25,203994.38,4.91
658829.76,15.86,2.26,203993.93,4.91
658829.76,15.86,2.26,203986.75,4.91
658693.79,15.86,2.26,203986.75,4.91
658693.79,15.86,2.26,203995.74,4.91
658149.88,15.86,2.26,203995.74,4.92
658149.88,15.86,2.26,204012.05,4.92
657787.88,15.85,2.25,204320.92,4.92
657641.08,15.85,2.26,203800.75,4.91
657494.29,15.85,2.26,203721.4,4.91
657790.31,15.86,2.26,203744.37,4.91
657980.76,15.87,2.27,204119.47,4.92
657844.79,15.87,2.27,204119.02,4.92
657708.81,15.87,2.27,204119.02,4.93
657340.06,15.86,2.27,203876.58,4.92
657392.76,15.87,2.27,203876.58,4.92
657392.76,15.87,2.27,203876.58,4.92
657445.46,15.87,2.27,203892.8,4.92
657445.46,15.87,2.27,203892.8,4.92
657741.48,15.88,2.28,203882.35,4.92
657794.18,15.89,2.29,203878.49,4.92
657658.2,15.89,2.29,203876.58,4.92
657710.91,15.89,2.29,205045.22,4.95
657338.91,15.88,2.29,204644.56,4.94
657634.93,15.89,2.29,204644.11,4.95
657498.95,15.89,2.29,204644.11,4.95
657362.97,15.89,2.3,204644.11,4.95
657227.0,15.89,2.3,204724.46,4.95
656855.0,15.89,2.29,204719.7,4.95
656855.0,15.89,2.29,204719.7,4.95
656558.57,15.88,2.28,204503.69,4.95
656854.59,15.89,2.29,204430.78,4.95
656482.59,15.88,2.28,205600.52,4.97
656556.93,15.89,2.29,205092.27,4.96
656861.1,15.9,2.3,205079.8,4.96
656902.98,15.9,2.3,204676.3,4.95
657173.28,15.91,2.31,205341.69,4.97
657037.3,15.91,2.31,205715.15,4.98
656913.94,15.91,2.31,205099.29,4.97
656678.04,15.91,2.31,204779.59,4.96
656542.06,15.91,2.31,204779.14,4.96
656594.76,15.91,2.32,204779.14,4.96
656594.76,15.91,2.32,204765.0,4.96
656486.09,15.91,2.31,204656.87,4.96
656115.94,15.9,2.31,204286.58,4.95
655979.96,15.9,2.31,204306.04,4.95
655843.98,15.91,2.31,204292.36,4.95
656034.43,15.91,2.31,204292.72,4.96
655898.46,15.91,2.32,204666.95,4.97
655898.46,15.91,2.32,204628.2,4.96
655898.46,15.91,2.32,204650.34,4.97
655789.78,15.91,2.31,204550.16,4.96
655842.48,15.92,2.32,204170.62,4.95
655646.05,15.91,2.31,204021.78,4.95
655510.07,15.91,2.31,204718.96,4.97
655510.07,15.91,2.31,204696.82,4.97
655806.09,15.92,2.32,204696.37,4.97
655434.09,15.91,2.32,204696.37,4.97
655298.12,15.91,2.32,204791.82,4.97
655162.14,15.91,2.32,204736.38,4.97
655038.78,15.92,2.32,204120.52,4.96
654802.88,15.91,2.32,203800.81,4.95
654666.9,15.91,2.32,203772.43,4.95
654719.61,15.92,2.32,204406.38,4.97
654583.63,15.92,2.32,204036.84,4.96
654447.65,15.92,2.32,204036.63,4.96
654291.61,15.92,2.32,203881.43,4.96
654587.64,15.93,2.33,203881.19,4.96
654451.66,15.93,2.33,204018.15,4.96
654451.66,15.93,2.33,204041.62,4.97
654315.68,15.93,2.33,203951.95,4.96
654506.13,15.93,2.34,204066.19,4.97
654569.65,15.94,2.34,203877.44,4.96
654422.86,15.94,2.34,204229.02,4.97
654308.51,15.94,2.34,205275.05,5.0
654172.54,15.94,2.34,205281.28,5.0
654036.56,15.94,2.34,205195.74,5.0
653922.6,15.94,2.34,204853.62,4.99
653931.65,15.95,2.35,204784.42,4.99
653562.9,15.94,2.34,204572.68,4.99
653753.35,15.95,2.35,204572.68,4.99
654034.46,15.95,2.36,204572.68,4.99
653828.03,15.95,2.35,204260.63,4.98
653692.05,15.95,2.35,204260.63,4.98
653556.07,15.95,2.35,204260.63,4.99
652468.26,15.96,2.36,204260.18,5.0
652533.58,15.96,2.36,203836.92,4.99
652397.6,15.96,2.36,203836.92,4.99
652163.02,15.96,2.36,203514.62,4.98
652163.02,15.96,2.36,203498.24,4.98
652027.04,15.96,2.36,203912.31,4.99
651891.06,15.96,2.36,203938.43,4.99
651755.09,15.96,2.36,204256.05,5.0
652051.11,15.97,2.37,204255.6,5.0
651915.13,15.97,2.37,204255.6,5.0
651618.7,15.97,2.37,204077.83,5.0
651482.72,15.97,2.37,204077.83,5.0
651346.75,15.97,2.37,204119.97,5.0
650974.75,15.96,2.36,204092.75,5.0
650838.77,15.96,2.36,204914.64,5.02
650715.41,15.96,2.36,204298.78,5.01
650668.19,15.96,2.36,204163.23,5.01
650532.21,15.96,2.37,204083.92,5.01
650396.24,15.96,2.37,204083.92,5.01
650713.89,15.97,2.38,204058.67,5.01
650713.89,15.97,2.38,204077.38,5.01
650979.95,15.98,2.38,204403.14,5.02
650860.08,15.98,2.39,204186.49,5.01
651156.1,15.99,2.39,204186.04,5.01
651156.1,15.99,2.39,204186.04,5.01
651020.12,15.99,2.4,204186.04,5.02
651264.16,16.0,2.4,204202.45,5.02
651454.61,16.01,2.41,204193.51,5.02
651507.31,16.01,2.42,204186.19,5.02
651351.28,16.01,2.41,204027.3,5.01
651541.73,16.02,2.42,204855.77,5.04
651541.73,16.02,2.42,204855.77,5.04
651343.04,16.01,2.42,204646.73,5.03
651207.06,16.01,2.42,204852.56,5.04
651207.06,16.01,2.42,204869.91,5.04
651071.08,16.01,2.42,205146.58,5.05
650699.08,16.01,2.41,205165.53,5.05
650563.11,16.01,2.41,205165.08,5.05
650476.45,16.01,2.41,205425.34,5.06
650772.47,16.02,2.42,205425.34,5.06
650485.38,16.01,2.41,205206.28,5.05
650275.71,16.01,2.41,204991.78,5.05
650275.71,16.01,2.41,204991.81,5.05
649903.71,16.0,2.4,205036.09,5.05
649903.71,16.0,2.4,205079.38,5.05
649767.73,16.0,2.4,205037.34,5.05
649609.05,16.0,2.4,204878.67,5.05
649223.91,15.99,2.4,204388.72,5.03
649065.23,15.99,2.39,204230.6,5.03
649255.68,16.0,2.4,204228.36,5.03
649119.71,16.0,2.4,204149.05,5.03
649119.71,16.0,2.4,204149.05,5.03
649172.41,16.0,2.4,204940.74,5.05
649036.43,16.0,2.4,204940.74,5.05
648900.45,16.0,2.41,204940.29,5.05
649218.11,16.01,2.42,205201.85,5.06
649292.83,16.02,2.42,204624.76,5.05
649113.2,16.02,2.42,205378.67,5.07
649165.9,16.02,2.42,205378.67,5.07
649029.92,16.02,2.42,205422.03,5.07
648893.95,16.02,2.43,205393.84,5.07
648757.97,16.02,2.43,205378.67,5.07
648621.99,16.02,2.43,205824.46,5.08
648330.73,16.02,2.42,205522.98,5.08
648205.57,16.02,2.42,205344.14,5.07
647859.78,16.01,2.41,204964.07,5.07
647901.67,16.02,2.42,205041.64,5.07
647708.1,16.01,2.42,204807.6,5.06
647572.12,16.01,2.42,204797.7,5.06
647572.12,16.01,2.42,204797.7,5.06
647436.14,16.01,2.42,204728.29,5.06
647212.63,16.01,2.41,204535.15,5.06
647212.63,16.01,2.41,204535.15,5.06
647076.65,16.01,2.41,204534.7,5.06
647372.67,16.02,2.42,204534.7,5.06
647372.67,16.02,2.42,204534.7,5.06
647425.37,16.02,2.43,204554.93,5.06
647289.4,16.02,2.43,204535.5,5.06
647479.85,16.03,2.43,204933.51,5.07
647431.17,16.03,2.43,204884.83,5.07
647295.19,16.03,2.43,204772.22,5.07
647347.89,16.04,2.44,204570.42,5.07
647019.55,16.03,2.43,205481.56,5.09
647172.84,16.04,2.44,205559.82,5.09
647172.84,16.04,2.44,205559.82,5.09
647036.86,16.04,2.44,205560.81,5.09
647036.86,16.04,2.44,205580.68,5.1
646900.88,16.04,2.44,205493.34,5.09
646764.9,16.04,2.44,205414.03,5.09
647060.93,16.05,2.45,205845.83,5.1
646924.95,16.05,2.45,205766.52,5.1
646990.27,16.05,2.45,205343.26,5.09
646854.29,16.05,2.46,205343.26,5.1
646807.07,16.05,2.46,205199.26,5.09
646671.09,16.06,2.46,205198.82,5.09
646535.12,16.06,2.46,205198.81,5.1
646163.12,16.05,2.45,204827.01,5.09
645866.69,16.04,2.44,204495.71,5.08
645730.71,16.04,2.45,204495.71,5.08
645783.41,16.05,2.45,204656.09,5.09
645647.43,16.05,2.45,204696.37,5.09
645511.46,16.05,2.45,204617.06,5.09
645375.48,16.05,2.45,204617.06,5.09
645375.48,16.05,2.45,204639.89,5.09
645693.13,16.06,2.46,204570.22,5.09
645589.61,16.06,2.46,204609.45,5.09
645453.63,16.06,2.46,204609.45,5.09
645259.84,16.06,2.46,205954.61,5.13
645063.41,16.05,2.46,205747.55,5.12
644855.06,16.05,2.45,205533.05,5.12
644719.08,16.05,2.45,205533.05,5.12
645017.97,16.06,2.46,204713.52,5.1
645071.32,16.07,2.47,205433.36,5.12
644935.34,16.07,2.47,205433.36,5.12
644735.51,16.06,2.46,205193.72,5.11
644599.53,16.06,2.46,205203.86,5.11
644379.41,16.06,2.46,204850.51,5.11
644243.43,16.06,2.46,204840.37,5.11
644107.45,16.06,2.46,204840.37,5.11
643971.47,16.06,2.47,204959.33,5.11
643971.47,16.06,2.47,205018.41,5.11
644024.17,16.07,2.47,205069.96,5.12
644076.88,16.07,2.47,205069.92,5.12
643940.9,16.07,2.47,205069.51,5.12
643940.9,16.07,2.47,205069.51,5.12
643804.92,16.07,2.48,205069.51,5.12
643804.92,16.07,2.48,205059.04,5.12
643668.94,16.07,2.48,205098.26,5.12
643668.94,16.07,2.48,205098.26,5.12
643859.4,16.08,2.48,205074.98,5.12
643859.4,16.08,2.48,205074.98,5.12
643723.42,16.08,2.48,205059.04,5.12
643776.12,16.09,2.49,205059.04,5.12
643640.14,16.09,2.49,205760.48,5.14
643504.17,16.09,2.49,205766.71,5.14
643286.91,16.08,2.49,205585.6,5.14
643150.94,16.08,2.49,205500.06,5.14
643014.96,16.08,2.49,205499.62,5.14
642878.98,16.08,2.49,205507.9,5.14
642743.0,16.09,2.49,205501.71,5.14
642743.0,16.09,2.49,205501.71,5.14
643039.03,16.09,2.5,205513.68,5.14
642903.05,16.1,2.5,205863.57,5.15
642531.05,16.09,2.49,205786.05,5.15
642583.75,16.09,2.49,205590.88,5.15
642491.43,16.09,2.5,206030.02,5.16
642355.45,16.09,2.5,206036.25,5.16
642555.83,16.1,2.5,206070.74,5.16
642419.85,16.1,2.51,205985.2,5.16
642283.88,16.1,2.51,205905.89,5.16
642147.9,16.1,2.51,205905.89,5.16
642011.92,16.1,2.51,205906.03,5.17
641875.95,16.11,2.51,205905.44,5.17
641875.95,16.11,2.51,205905.44,5.17
641928.65,16.11,2.51,205905.44,5.17
641792.67,16.11,2.51,205999.59,5.17
641792.67,16.11,2.51,205999.59,5.17
641656.69,16.11,2.51,205905.53,5.17
641520.71,16.11,2.51,206239.75,5.18
641816.74,16.12,2.52,206401.01,5.18
642097.85,16.13,2.53,206964.13,5.2
641961.87,16.13,2.53,206963.68,5.2
641825.89,16.13,2.53,206963.68,5.2
641689.91,16.13,2.53,207159.19,5.21
641985.93,16.14,2.54,207153.08,5.21
641849.96,16.14,2.54,206981.35,5.21
641735.61,16.14,2.55,207828.14,5.23
641926.06,16.15,2.55,207827.69,5.23
641699.06,16.15,2.55,207846.02,5.23
641699.06,16.15,2.55,207846.02,5.23
641563.08,16.15,2.55,207846.02,5.23
641427.1,16.15,2.55,208079.39,5.24
641291.13,16.15,2.55,208489.96,5.25
641277.13,16.15,2.55,207813.35,5.23
641025.35,16.15,2.55,207572.67,5.23
640978.13,16.15,2.55,207805.36,5.24
640978.13,16.15,2.55,207805.36,5.24
640688.12,16.14,2.55,207494.25,5.23
640564.76,16.14,2.55,206878.39,5.21
640328.86,16.14,2.54,206558.68,5.21
640057.32,16.14,2.54,206259.73,5.2
639870.62,16.13,2.54,206095.93,5.2
639664.19,16.13,2.53,205841.7,5.19
639716.89,16.13,2.54,205841.65,5.19
639769.59,16.14,2.54,205841.25,5.19
639633.61,16.14,2.54,205841.25,5.19
639511.79,16.14,2.54,207805.78,5.24
639564.49,16.14,2.54,207818.99,5.24
639428.51,16.14,2.54,207816.2,5.25
639066.52,16.13,2.54,207354.24,5.24
638930.54,16.14,2.54,207343.82,5.24
638930.54,16.14,2.54,207343.82,5.24
638794.56,16.14,2.54,207987.73,5.25
638847.26,16.14,2.54,208090.62,5.26
638688.58,16.14,2.54,207929.73,5.25
638552.61,16.14,2.54,207929.28,5.25
638360.11,16.13,2.54,207747.61,5.25
638236.76,16.14,2.54,207131.74,5.24
638236.76,16.14,2.54,207131.74,5.24
638000.86,16.13,2.54,206812.04,5.23
638191.31,16.14,2.54,206812.04,5.23
638055.33,16.14,2.54,206833.38,5.23
638055.33,16.14,2.54,206833.38,5.23
637919.35,16.14,2.54,206836.41,5.23
637783.37,16.14,2.54,206841.02,5.24
637647.4,16.14,2.55,206812.04,5.24
637647.4,16.14,2.55,206812.04,5.24
637848.67,16.15,2.55,207611.68,5.26
638133.87,16.16,2.56,207887.81,5.26
637997.89,16.16,2.56,207940.3,5.27
637861.92,16.16,2.56,208001.09,5.27
637496.41,16.15,2.56,207645.36,5.26
637800.58,16.16,2.57,208582.39,5.29
637430.43,16.16,2.56,208359.24,5.28
637294.45,16.16,2.56,208358.79,5.28
637158.48,16.16,2.56,208358.79,5.28
637022.5,16.16,2.56,208742.66,5.29
636886.52,16.16,2.56,208696.58,5.29
636886.52,16.16,2.56,208710.06,5.3
636750.54,16.16,2.56,208662.31,5.3
637211.77,16.17,2.57,208663.4,5.3
637211.77,16.17,2.57,208663.4,5.3
636932.42,16.17,2.57,208383.36,5.29
636809.06,16.17,2.57,207767.5,5.27
636809.06,16.17,2.57,207767.5,5.27
636435.37,16.16,2.56,207765.98,5.28
636199.47,16.16,2.56,207446.27,5.27
636495.49,16.17,2.57,207446.26,5.27
636359.52,16.17,2.57,207491.32,5.27
636223.54,16.17,2.57,207457.24,5.27
636087.56,16.17,2.57,208009.74,5.29
635715.56,16.16,2.56,208018.66,5.29
635579.59,16.16,2.56,208018.79,5.29
635259.59,16.16,2.56,207698.79,5.28
635123.61,16.16,2.56,207698.21,5.28
635123.61,16.16,2.56,207698.21,5.28
634987.63,16.16,2.56,207907.97,5.29
634828.95,16.15,2.56,207749.98,5.29
635124.97,16.16,2.57,207748.27,5.29
634989.0,16.16,2.57,207674.21,5.29
634989.0,16.16,2.57,207674.21,5.29
634989.0,16.16,2.57,207674.21,5.29
634747.95,16.16,2.56,209326.49,5.33
634611.98,16.16,2.56,209332.72,5.33
634802.43,16.17,2.57,209526.02,5.34
634666.45,16.17,2.57,209526.15,5.34
634962.47,16.18,2.58,209525.57,5.34
635027.79,16.18,2.59,209102.3,5.33
634793.21,16.18,2.58,208780.0,5.32
634867.55,16.19,2.59,208595.42,5.32
634942.27,16.19,2.59,209136.32,5.33
634806.29,16.19,2.59,209275.22,5.34
634626.66,16.19,2.59,209006.21,5.33
634254.66,16.18,2.59,208906.37,5.33
634118.69,16.18,2.59,209034.35,5.34
633982.71,16.19,2.59,209034.48,5.34
633686.28,16.18,2.58,208785.65,5.33
633686.28,16.18,2.58,208785.65,5.33
633876.73,16.19,2.59,208785.06,5.33
633951.07,16.19,2.59,209346.86,5.35
633654.64,16.19,2.59,209391.99,5.35
633561.93,16.19,2.59,208660.81,5.33
633425.95,16.19,2.59,208624.72,5.33
633289.97,16.19,2.59,209042.77,5.34
633153.99,16.19,2.59,208990.12,5.34
633538.65,16.2,2.6,208716.87,5.34
633402.68,16.2,2.6,208723.1,5.34
633402.68,16.2,2.6,208723.1,5.34
633266.7,16.2,2.6,208637.56,5.34
633266.7,16.2,2.6,208625.41,5.34
633130.72,16.2,2.61,208624.96,5.34
632994.75,16.2,2.61,208624.96,5.34
633069.47,16.21,2.61,208345.14,5.33
632933.49,16.21,2.61,208455.35,5.34
632753.86,16.21,2.61,208252.09,5.33
632753.86,16.21,2.61,208252.09,5.33
632656.28,16.21,2.61,209418.72,5.37
632721.6,16.21,2.62,209038.99,5.36
632585.62,16.21,2.62,209035.99,5.36
632449.65,16.21,2.62,209098.93,5.36
632335.3,16.22,2.62,209025.1,5.36
632288.08,16.22,2.62,208836.8,5.36
632288.08,16.22,2.62,208836.8,5.36
632152.1,16.22,2.62,208836.35,5.36
632472.42,16.23,2.63,210602.83,5.4
632368.89,16.23,2.63,210696.76,5.41
632232.92,16.23,2.63,210696.76,5.41
632274.8,16.24,2.64,211024.01,5.42
632316.69,16.24,2.64,210971.86,5.42
632180.71,16.24,2.64,211057.28,5.42
632044.73,16.24,2.64,211184.91,5.43
631908.75,16.24,2.64,211083.89,5.43
631772.78,16.24,2.64,211084.02,5.43
631636.8,16.24,2.65,211083.44,5.43
631689.5,16.25,2.65,211532.95,5.44
631689.5,16.25,2.65,211532.95,5.44
631553.52,16.25,2.65,211532.95,5.44
631417.55,16.25,2.65,211539.43,5.44
631481.06,16.25,2.66,211487.16,5.44
631334.27,16.25,2.66,211322.41,5.44
631227.74,16.25,2.66,211429.75,5.44
631227.74,16.25,2.66,211429.75,5.44
631091.77,16.25,2.66,211568.0,5.45
631387.79,16.26,2.67,211530.75,5.45
631262.63,16.26,2.67,212042.06,5.46
631495.84,16.27,2.68,212108.24,5.47
631495.84,16.27,2.68,212108.24,5.47
631548.55,16.28,2.68,212108.2,5.47
631601.25,16.28,2.69,212107.79,5.47
631601.25,16.28,2.69,212107.79,5.47
631510.21,16.28,2.69,211359.54,5.45
631142.01,16.28,2.68,211126.35,5.44
631033.33,16.27,2.68,211018.5,5.44
631350.64,16.29,2.69,210914.43,5.44
631214.66,16.29,2.69,210914.43,5.44
630829.52,16.28,2.68,210404.92,5.43
630829.52,16.28,2.68,210379.82,5.43
630748.4,16.28,2.68,209496.93,5.41
630938.85,16.29,2.69,209534.8,5.41
630992.19,16.3,2.7,209530.31,5.41
630856.22,16.3,2.7,209762.67,5.42
630632.29,16.29,2.7,209769.31,5.42
630496.31,16.29,2.7,209618.22,5.42
630360.34,16.3,2.7,209499.08,5.42
630224.36,16.3,2.7,210200.52,5.44
630520.38,16.31,2.71,210200.07,5.44
630710.83,16.31,2.72,210200.07,5.44
630166.92,16.32,2.72,210843.83,5.46
630166.92,16.32,2.72,210857.31,5.46
629965.66,16.31,2.71,210671.21,5.46
629593.66,16.3,2.71,210720.43,5.46
629457.68,16.31,2.71,210676.49,5.46
629321.71,16.31,2.71,211015.04,5.47
629164.35,16.3,2.7,210858.17,5.46
629217.05,16.31,2.71,210528.5,5.46
629081.07,16.31,2.71,211155.11,5.47
629387.91,16.32,2.72,211408.69,5.48
629429.8,16.32,2.72,211460.06,5.48
629326.27,16.32,2.73,211321.73,5.48
