ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-bellman_ratio
1201585.51,23.34,2.84,184775.78,3.59
1201380.54,23.34,2.84,184718.38,3.59
1201503.77,23.35,2.85,185034.14,3.6
1201503.77,23.35,2.85,185034.14,3.6
1201298.8,23.35,2.85,185035.72,3.6
1201541.52,23.35,2.86,185412.1,3.6
1201336.54,23.35,2.86,185354.7,3.6
1201320.34,23.36,2.86,185536.95,3.61
1201115.37,23.36,2.86,185552.24,3.61
1200910.39,23.36,2.86,185479.55,3.61
1200894.2,23.36,2.86,185573.79,3.61
1200894.2,23.36,2.86,185573.79,3.61
1201017.43,23.37,2.87,185817.85,3.62
1200907.43,23.37,2.87,185707.85,3.61
1200519.73,23.36,2.86,185332.48,3.61
1200519.73,23.36,2.86,185332.48,3.61
1200519.73,23.36,2.86,185332.48,3.61
1200314.76,23.36,2.86,185347.77,3.61
1200109.78,23.36,2.86,185275.08,3.61
1200233.02,23.37,2.87,185342.58,3.61
1200467.45,23.37,2.88,185766.88,3.62
1200088.04,23.37,2.87,185592.65,3.61
1199883.07,23.37,2.87,185607.94,3.61
1199678.09,23.37,2.87,185535.25,3.61
1199678.09,23.37,2.87,185535.25,3.61
1199678.09,23.37,2.87,185535.25,3.61
1199473.12,23.37,2.87,185477.85,3.61
1199268.14,23.37,2.87,185477.85,3.61
1199268.14,23.37,2.87,185477.85,3.61
1199063.17,23.37,2.87,185479.44,3.62
1198764.95,23.37,2.87,185194.47,3.61
1198764.95,23.37,2.87,185194.47,3.61
1198456.74,23.36,2.86,184898.72,3.6
1198440.55,23.36,2.87,184989.57,3.61
1198440.55,23.36,2.87,184989.57,3.61
1198674.98,23.37,2.87,185080.16,3.61
1198470.0,23.37,2.87,185262.93,3.61
1198453.8,23.38,2.88,185357.17,3.62
1198248.83,23.38,2.88,185355.37,3.62
1198248.83,23.38,2.88,185355.37,3.62
1197869.42,23.37,2.87,185084.6,3.61
1198046.73,23.38,2.88,185027.2,3.61
1197841.75,23.38,2.88,185399.16,3.62
1197825.55,23.38,2.88,185493.4,3.62
1197620.58,23.38,2.88,185491.59,3.62
1197604.38,23.38,2.89,185585.83,3.62
1197399.41,23.39,2.89,185584.03,3.62
1197194.43,23.39,2.89,185526.63,3.62
1196989.45,23.39,2.89,185526.63,3.62
1196784.48,23.39,2.89,185528.21,3.63
1196768.28,23.39,2.89,185619.06,3.63
1196563.31,23.39,2.89,185561.66,3.63
1196547.11,23.39,2.9,185742.21,3.63
1196342.13,23.4,2.9,185743.79,3.63
1196137.16,23.4,2.9,185684.81,3.63
1195932.18,23.4,2.9,185686.39,3.63
1195727.21,23.4,2.9,185627.41,3.63
1195961.64,23.4,2.91,185718.0,3.63
1195592.23,23.4,2.9,185733.01,3.63
1195387.26,23.4,2.9,185640.01,3.63
1195182.28,23.4,2.9,185532.24,3.63
1194977.31,23.4,2.9,185424.47,3.63
1194772.33,23.4,2.9,185424.27,3.63
1195006.76,23.41,2.91,185424.27,3.63
1194801.78,23.41,2.91,185727.76,3.64
1194643.13,23.41,2.91,185578.21,3.64
1194449.63,23.4,2.91,185388.09,3.63
1194433.44,23.41,2.91,185652.32,3.64
1194433.44,23.41,2.91,185652.32,3.64
1194228.46,23.41,2.91,185652.12,3.64
1194212.26,23.41,2.91,185652.12,3.64
1194007.29,23.41,2.91,185652.12,3.64
1194007.29,23.41,2.91,185652.12,3.64
1194007.29,23.41,2.91,185652.12,3.64
1193776.53,23.41,2.91,185472.6,3.64
1193760.34,23.41,2.91,185839.8,3.64
1193937.64,23.42,2.92,185839.6,3.64
1193921.44,23.42,2.92,185839.6,3.65
1193716.47,23.42,2.92,186333.69,3.66
1193716.47,23.42,2.92,186333.69,3.66
1193511.49,23.42,2.92,186305.45,3.66
1193306.52,23.42,2.92,186305.25,3.66
1193429.75,23.43,2.93,186305.25,3.66
1193224.78,23.43,2.93,186621.52,3.66
1193019.8,23.43,2.93,186594.52,3.66
1192721.59,23.42,2.93,186335.25,3.66
1192956.02,23.43,2.93,186335.05,3.66
1193079.25,23.44,2.94,186335.05,3.66
1192079.25,23.42,2.92,185335.05,3.64
1192079.25,23.42,2.92,185335.05,3.64
1192202.49,23.43,2.93,186112.92,3.66
1192325.73,23.43,2.93,186582.24,3.67
1192120.75,23.43,2.94,186582.04,3.67
1192104.55,23.44,2.94,186582.04,3.67
1191899.58,23.44,2.94,186819.83,3.67
1191883.38,23.44,2.94,186937.6,3.68
1191678.4,23.44,2.94,186937.41,3.68
1191473.43,23.44,2.94,186937.41,3.68
1191268.45,23.44,2.94,187050.18,3.68
1191063.48,23.44,2.95,186937.41,3.68
1190858.5,23.44,2.95,186937.21,3.68
1190858.5,23.44,2.95,186937.21,3.68
1190858.5,23.44,2.95,186937.21,3.68
1190479.1,23.44,2.94,186503.39,3.67
1190602.33,23.44,2.95,186503.39,3.67
1190304.12,23.44,2.94,186439.01,3.67
1190546.84,23.45,2.95,186978.79,3.68
1190341.87,23.45,2.95,187083.02,3.69
1189964.17,23.44,2.94,186825.27,3.68
1189964.17,23.44,2.94,186825.27,3.68
1190198.6,23.45,2.95,186825.07,3.68
1189993.62,23.45,2.95,186825.07,3.68
1189788.65,23.45,2.95,187137.38,3.69
1189583.67,23.45,2.95,187155.84,3.69
1189473.67,23.45,2.95,187045.84,3.69
1189268.7,23.45,2.95,187045.64,3.69
1189274.7,23.45,2.95,187044.23,3.69
1189069.72,23.45,2.95,187116.79,3.69
1188877.3,23.45,2.95,186929.2,3.69
1188672.32,23.45,2.95,186915.63,3.69
1188467.35,23.45,2.95,186856.64,3.69
1188087.94,23.44,2.95,186585.87,3.68
1187882.97,23.44,2.95,186585.68,3.68
1188117.4,23.45,2.95,186585.68,3.68
1188117.4,23.45,2.95,186585.68,3.68
1187912.42,23.45,2.95,186896.71,3.69
1187707.45,23.45,2.95,186985.85,3.69
1187707.45,23.45,2.95,186985.85,3.69
1187502.47,23.45,2.95,186985.65,3.69
1187297.5,23.45,2.95,186985.65,3.69
1186918.09,23.45,2.95,186645.48,3.69
1186713.11,23.45,2.95,186762.49,3.69
1186508.14,23.45,2.95,186645.48,3.69
1186209.93,23.44,2.95,186359.22,3.68
1186333.16,23.45,2.95,186359.02,3.68
1186316.97,23.45,2.96,186359.02,3.68
1186111.99,23.45,2.96,186818.76,3.69
1186346.42,23.46,2.96,187193.74,3.7
1186330.22,23.46,2.97,187194.07,3.7
1186125.25,23.46,2.97,187193.54,3.7
1185844.81,23.46,2.96,187014.06,3.7
1185639.84,23.46,2.96,187261.67,3.71
1185763.07,23.47,2.97,187475.17,3.71
1185554.86,23.46,2.97,187190.57,3.7
1185349.89,23.46,2.97,187190.37,3.71
1185349.89,23.46,2.97,187190.37,3.71
1185144.91,23.46,2.97,187254.43,3.71
1185144.91,23.46,2.97,187254.43,3.71
1185379.34,23.47,2.97,187340.45,3.71
1185081.13,23.47,2.97,187089.95,3.7
1184701.72,23.46,2.96,186939.86,3.7
1184496.75,23.46,2.96,186999.86,3.7
1184293.31,23.46,2.96,186891.53,3.7
1183995.1,23.45,2.96,186705.7,3.7
1183675.1,23.45,2.95,186385.7,3.69
1183470.13,23.45,2.95,186385.51,3.69
1183797.83,23.46,2.96,186385.51,3.69
1183592.86,23.46,2.96,186719.41,3.7
1183387.88,23.46,2.96,186844.25,3.7
1183182.91,23.46,2.96,186650.46,3.7
1183069.8,23.46,2.96,186603.1,3.7
1183053.6,23.46,2.96,186571.81,3.7
1182733.6,23.46,2.96,186251.81,3.69
1182717.41,23.46,2.96,186251.81,3.69
1182717.41,23.46,2.96,186251.81,3.69
1182717.41,23.46,2.96,186251.81,3.69
1182512.43,23.46,2.96,186784.33,3.71
1182512.43,23.46,2.96,186784.33,3.71
1182307.45,23.46,2.96,186550.01,3.7
1182183.18,23.46,2.97,186478.73,3.7
1182163.3,23.47,2.97,187211.75,3.72
1181884.97,23.47,2.97,186821.81,3.71
1181884.97,23.47,2.97,186821.81,3.71
1181679.99,23.47,2.97,186640.59,3.71
1181914.42,23.47,2.98,186596.72,3.71
1181898.23,23.48,2.98,188675.11,3.75
1181854.66,23.48,2.98,189015.22,3.76
1183104.54,23.51,3.01,189289.86,3.76
1183104.54,23.51,3.01,189289.86,3.76
1183155.16,23.52,3.02,189506.72,3.77
1183155.16,23.52,3.02,189506.72,3.77
1183278.4,23.52,3.02,189739.27,3.77
1183512.83,23.53,3.03,189281.63,3.76
1183512.83,23.53,3.03,189281.63,3.76
1183307.86,23.53,3.03,189605.0,3.77
1183102.88,23.53,3.03,191811.65,3.81
1182773.47,23.53,3.03,190786.19,3.79
1182773.47,23.53,3.03,190786.19,3.79
1184279.01,23.56,3.06,191637.72,3.81
1184074.04,23.56,3.06,191629.76,3.81
1183869.06,23.56,3.06,192399.85,3.83
1183664.09,23.56,3.06,191950.99,3.82
1183850.43,23.57,3.07,192544.91,3.83
1183834.24,23.57,3.07,192260.13,3.83
1183873.16,23.58,3.08,194421.47,3.87
1183873.16,23.58,3.08,194421.47,3.87
1183873.16,23.58,3.08,194421.47,3.87
1184924.83,23.6,3.1,194438.41,3.87
1184719.85,23.6,3.1,194249.75,3.87
1184954.28,23.61,3.11,194214.5,3.87
1184765.01,23.61,3.11,193692.64,3.86
1184888.25,23.61,3.12,195366.71,3.89
1184683.27,23.61,3.12,194502.01,3.88
1184599.35,23.62,3.12,194132.99,3.87
1185155.55,23.63,3.13,196236.38,3.91
1184950.58,23.63,3.14,196228.42,3.91
1184950.58,23.63,3.14,196228.42,3.91
1184745.6,23.63,3.14,196341.25,3.92
1185095.8,23.64,3.14,196206.33,3.91
1185079.6,23.65,3.15,198868.32,3.97
1185244.11,23.65,3.16,196677.36,3.93
1185244.11,23.65,3.16,196677.36,3.93
1183604.3,23.66,3.16,196674.13,3.93
1183604.3,23.66,3.16,196674.13,3.93
1183604.3,23.66,3.16,196674.13,3.93
1184435.62,23.68,3.18,197810.78,3.95
1184230.65,23.68,3.18,197808.92,3.96
1184230.65,23.68,3.18,197808.92,3.96
1183941.07,23.68,3.18,197527.53,3.95
1184175.5,23.68,3.19,197526.15,3.95
1183970.53,23.68,3.19,197580.69,3.95
1184093.76,23.69,3.19,197540.91,3.95
1183888.79,23.69,3.19,197526.15,3.95
1183888.79,23.69,3.19,197526.15,3.95
1183680.58,23.69,3.19,198037.64,3.96
1183475.6,23.69,3.19,197772.26,3.96
1183244.84,23.68,3.19,197654.29,3.96
1183039.87,23.68,3.19,198044.36,3.96
1183023.67,23.69,3.19,198038.91,3.97
1183023.67,23.69,3.19,198042.81,3.97
1182818.7,23.69,3.19,198040.98,3.97
1182613.72,23.69,3.19,198039.58,3.97
1182408.75,23.69,3.19,198116.25,3.97
1182203.77,23.69,3.19,198104.51,3.97
1181998.79,23.69,3.19,198039.58,3.97
1181998.79,23.69,3.19,198039.58,3.97
1181793.82,23.69,3.19,198295.47,3.98
1181588.84,23.69,3.2,198195.2,3.97
1181588.84,23.69,3.2,198195.2,3.97
1181588.84,23.69,3.2,198195.2,3.97
1181383.87,23.69,3.2,198039.58,3.97
1181178.89,23.69,3.2,198036.35,3.97
1180973.92,23.69,3.2,198036.35,3.97
1181301.62,23.7,3.21,198139.51,3.98
1181285.43,23.71,3.21,198074.37,3.97
1180842.74,23.7,3.2,198036.35,3.97
1180842.74,23.7,3.2,198036.35,3.97
1180637.77,23.7,3.2,198172.31,3.98
1180432.79,23.7,3.2,198119.28,3.98
1180227.82,23.7,3.2,198036.35,3.98
1180022.84,23.7,3.21,198312.45,3.98
1179817.87,23.7,3.21,198310.38,3.98
1179612.89,23.7,3.21,198309.22,3.98
1179407.91,23.7,3.21,198316.53,3.99
1179202.94,23.71,3.21,198309.22,3.99
1179202.94,23.71,3.21,198300.85,3.99
1178997.96,23.71,3.21,198300.85,3.99
1178981.77,23.71,3.21,198300.85,3.99
1179105.0,23.72,3.22,198768.79,4.0
1179339.43,23.72,3.22,199139.64,4.01
1179323.24,23.73,3.23,199137.6,4.01
1179025.02,23.72,3.22,198934.85,4.0
1178820.05,23.72,3.22,198946.46,4.0
1178844.53,23.72,3.22,198966.87,4.0
1178639.55,23.72,3.23,198971.34,4.0
1178639.55,23.72,3.23,198971.34,4.0
1178873.98,23.73,3.23,198968.33,4.01
1178715.2,23.73,3.23,198820.6,4.0
1178510.23,23.73,3.23,198930.33,4.01
1178510.23,23.73,3.23,198930.33,4.01
1178510.23,23.73,3.23,199027.46,4.01
1178494.03,23.73,3.23,198995.8,4.01
1178496.28,23.73,3.23,198998.03,4.01
1178496.28,23.73,3.23,198973.03,4.01
1178291.3,23.73,3.23,198880.68,4.01
1178086.33,23.73,3.24,199676.81,4.02
1177881.35,23.73,3.24,199673.57,4.02
1177676.38,23.73,3.24,199673.57,4.02
1177471.4,23.73,3.24,199898.73,4.03
1177266.43,23.74,3.24,199887.63,4.03
1177061.45,23.74,3.24,199688.58,4.03
1176856.48,23.74,3.24,200136.96,4.04
1176908.21,23.74,3.24,200184.11,4.04
1176743.58,23.74,3.24,200023.47,4.04
1176498.26,23.74,3.24,199720.72,4.03
1176293.28,23.74,3.24,199718.87,4.03
1176088.3,23.74,3.24,199717.49,4.03
1175883.33,23.74,3.24,200186.76,4.04
1175883.33,23.74,3.24,200162.18,4.04
1175678.35,23.74,3.24,200000.29,4.04
1175678.35,23.74,3.24,200033.29,4.04
1175503.37,23.74,3.25,199920.88,4.04
1175729.06,23.75,3.25,201153.4,4.06
1175492.3,23.75,3.25,200423.34,4.05
1175047.23,23.75,3.25,199914.68,4.04
1175031.03,23.75,3.25,199912.65,4.04
1174826.06,23.75,3.25,199911.45,4.04
1174826.06,23.75,3.25,199946.86,4.04
1175040.66,23.76,3.26,199961.51,4.04
1174881.88,23.76,3.26,199802.92,4.04
1174881.88,23.76,3.26,199802.92,4.04
1174676.9,23.76,3.26,199788.27,4.04
1174676.9,23.76,3.26,199787.81,4.04
1174471.93,23.76,3.26,199787.81,4.04
1174455.73,23.76,3.26,200222.64,4.05
1172815.93,23.77,3.27,200219.4,4.06
1172799.73,23.77,3.27,200409.11,4.06
1172799.73,23.77,3.27,200409.11,4.06
1172594.75,23.77,3.27,200526.54,4.07
1172389.78,23.77,3.27,200523.3,4.07
1172184.8,23.77,3.27,200523.3,4.07
1172184.8,23.77,3.27,200781.57,4.07
1171979.83,23.77,3.27,200872.62,4.07
1171979.83,23.77,3.27,200845.08,4.07
1171774.85,23.77,3.28,200815.54,4.07
1171898.09,23.78,3.28,200754.04,4.07
1171809.53,23.78,3.28,202153.18,4.1
1171769.28,23.78,3.29,201654.61,4.09
1172024.95,23.79,3.29,201824.04,4.1
1171769.71,23.79,3.29,201596.57,4.09
1171772.29,23.79,3.29,201635.92,4.09
1171772.29,23.79,3.29,201635.92,4.09
1171772.29,23.79,3.29,201635.92,4.09
1171567.31,23.79,3.29,201634.06,4.09
1171362.33,23.79,3.29,201710.22,4.1
1171076.42,23.79,3.29,201409.98,4.09
1171310.85,23.79,3.3,201367.15,4.09
1171310.85,23.79,3.3,201367.15,4.09
1171310.85,23.79,3.3,201367.15,4.09
1170931.45,23.79,3.29,201332.45,4.09
1170931.45,23.79,3.29,201332.45,4.09
1170602.75,23.78,3.29,201029.18,4.08
1170397.78,23.78,3.29,201870.42,4.1
1170381.58,23.79,3.29,201474.98,4.09
1170381.58,23.79,3.29,201474.98,4.09
1170616.01,23.79,3.3,201234.58,4.09
1170492.33,23.8,3.3,202151.43,4.11
1170492.33,23.8,3.3,202151.43,4.11
1170419.32,23.8,3.3,201927.9,4.11
1170214.34,23.8,3.3,201926.04,4.11
1170042.64,23.8,3.3,201748.03,4.1
1169837.66,23.8,3.3,201746.66,4.1
1169632.68,23.8,3.3,201785.99,4.11
1169427.71,23.8,3.3,201747.56,4.11
1169411.51,23.8,3.3,201746.66,4.11
1169411.51,23.8,3.3,201746.66,4.11
1169206.54,23.8,3.31,202012.16,4.11
1169001.56,23.8,3.31,201987.6,4.11
1168985.36,23.81,3.31,202067.22,4.12
1168780.39,23.81,3.31,202063.99,4.12
1169108.1,23.82,3.32,202063.99,4.12
1168903.12,23.82,3.32,202102.51,4.12
1168698.15,23.82,3.32,202065.18,4.12
1168493.17,23.82,3.32,202063.99,4.12
1168288.19,23.82,3.32,202430.63,4.13
1168288.19,23.82,3.32,202488.08,4.13
1168288.19,23.82,3.32,202488.08,4.13
1168288.19,23.82,3.32,202488.08,4.13
1167885.51,23.81,3.32,202219.1,4.12
1167680.53,23.81,3.32,202447.25,4.13
1167475.56,23.81,3.32,202251.45,4.13
1167803.27,23.82,3.33,202248.21,4.13
1167598.29,23.82,3.33,202248.21,4.13
1167393.32,23.82,3.33,202350.28,4.13
1167188.34,23.83,3.33,202339.26,4.13
1166983.37,23.83,3.33,202398.18,4.13
1166778.39,23.83,3.33,202395.6,4.13
1167163.67,23.84,3.34,203719.53,4.16
1166705.75,23.83,3.34,203118.21,4.15
1166689.56,23.84,3.34,203116.18,4.15
1166673.36,23.84,3.34,203114.98,4.15
1166657.16,23.84,3.35,203114.98,4.15
1166657.16,23.84,3.35,203114.98,4.15
1166452.19,23.85,3.35,203141.24,4.15
1166435.99,23.85,3.35,203127.23,4.15
1166231.02,23.85,3.35,203123.33,4.15
1166026.04,23.85,3.35,203114.98,4.15
1166260.47,23.86,3.36,204283.62,4.18
1166244.27,23.86,3.36,204284.05,4.18
1166039.3,23.86,3.36,204316.56,4.18
1166039.3,23.86,3.36,204316.56,4.18
1165808.54,23.86,3.36,204053.09,4.18
1165603.57,23.86,3.36,204032.69,4.18
1165398.59,23.86,3.36,204016.92,4.18
1165382.39,23.86,3.37,204109.08,4.18
1165177.42,23.86,3.37,204054.37,4.18
1165411.85,23.87,3.37,204016.92,4.18
1165206.87,23.87,3.37,204828.07,4.2
1165001.9,23.87,3.38,204824.84,4.2
1164796.92,23.87,3.38,204824.84,4.2
1164417.52,23.87,3.37,204414.94,4.19
1164007.56,23.87,3.37,204551.62,4.19
1164242.0,23.88,3.38,204446.64,4.19
1164037.02,23.88,3.38,204414.94,4.19
1164039.46,23.88,3.38,204416.92,4.19
1164023.27,23.88,3.38,204944.02,4.2
1163818.29,23.88,3.38,204905.86,4.2
1163613.31,23.88,3.38,204904.01,4.21
1163466.09,23.88,3.38,204894.12,4.21
1163261.11,23.88,3.38,204892.75,4.21
1163056.14,23.88,3.38,205051.16,4.21
1162851.16,23.88,3.38,204914.63,4.21
1163085.59,23.89,3.39,204892.75,4.21
1162880.62,23.89,3.39,205776.58,4.23
1162733.85,23.89,3.39,205637.14,4.23
1162529.97,23.89,3.4,205391.45,4.22
1162317.79,23.89,3.39,205180.1,4.22
1162112.81,23.89,3.39,205176.87,4.22
1161824.1,23.89,3.39,204888.16,4.21
1161619.13,23.89,3.39,204888.16,4.21
1161414.15,23.89,3.39,205192.13,4.22
1161209.18,23.89,3.39,205097.28,4.22
1161004.2,23.89,3.39,205053.14,4.22
1160988.0,23.89,3.39,205600.51,4.23
1161188.69,23.9,3.4,205570.35,4.23
1160983.72,23.9,3.4,205568.52,4.23
1160991.32,23.9,3.41,205723.46,4.24
1160975.12,23.91,3.41,205722.07,4.24
1160958.92,23.91,3.41,205722.07,4.24
1160965.16,23.91,3.41,205786.9,4.24
1160948.96,23.91,3.42,205813.86,4.24
1160950.18,23.91,3.42,205816.15,4.24
1160933.99,23.92,3.42,205802.84,4.24
1161168.42,23.93,3.43,205789.2,4.24
1160937.66,23.92,3.43,206300.73,4.25
1161172.09,23.93,3.43,206370.19,4.25
1161172.09,23.93,3.43,206370.19,4.25
1161295.33,23.94,3.44,206943.77,4.27
1161090.35,23.94,3.44,206941.91,4.27
1161074.15,23.94,3.44,206940.54,4.27
1161057.96,23.94,3.45,206940.54,4.27
1160852.98,23.94,3.45,206992.8,4.27
1160836.78,23.95,3.45,206958.39,4.27
1160631.81,23.95,3.45,206940.54,4.27
1160252.4,23.94,3.45,207133.37,4.27
1159932.4,23.94,3.44,206813.37,4.27
1159916.21,23.94,3.44,206813.37,4.27
1159916.21,23.94,3.44,206813.37,4.27
1159711.23,23.94,3.44,207563.01,4.29
1159506.26,23.94,3.45,207561.18,4.29
1159506.26,23.94,3.45,207561.18,4.29
1159506.26,23.94,3.45,207553.54,4.29
1159506.26,23.94,3.45,207445.03,4.28
1159301.28,23.94,3.45,207443.63,4.28
1159535.71,23.95,3.45,207481.48,4.29
1159330.73,23.95,3.45,207471.01,4.29
1159314.54,23.96,3.46,207454.88,4.29
1159109.56,23.96,3.46,207443.63,4.29
1158582.54,23.95,3.45,206886.49,4.28
1158374.33,23.95,3.45,206689.34,4.27
1158358.13,23.95,3.45,207338.6,4.29
1157978.73,23.94,3.45,206983.11,4.28
1158213.16,23.95,3.45,207348.05,4.29
1158008.18,23.95,3.45,207346.22,4.29
1157803.21,23.95,3.45,207344.82,4.29
1157787.01,23.96,3.46,207344.82,4.29
1157770.81,23.96,3.46,207443.85,4.29
1157565.84,23.96,3.46,207386.22,4.29
1157360.86,23.96,3.46,207344.82,4.29
1157248.26,23.96,3.47,208139.07,4.31
1156953.35,23.96,3.46,207724.82,4.3
1156937.16,23.97,3.47,207725.25,4.3
1156706.4,23.96,3.47,207713.48,4.3
1156690.2,23.97,3.47,207717.32,4.3
1156485.23,23.97,3.47,207717.55,4.3
1156883.44,23.98,3.48,207709.82,4.3
1156572.43,23.97,3.47,207778.05,4.31
1156367.46,23.97,3.48,207784.81,4.31
1156162.48,23.97,3.48,207709.82,4.31
1155957.51,23.97,3.48,208468.48,4.32
1155957.51,23.97,3.48,208467.35,4.32
1155941.31,23.98,3.48,208542.55,4.33
1155736.33,23.98,3.48,208540.7,4.33
1155531.36,23.98,3.48,208539.32,4.33
1155531.36,23.98,3.48,208539.32,4.33
1155515.16,23.98,3.49,208777.9,4.33
1155498.96,23.99,3.49,208658.92,4.33
1155498.96,23.99,3.49,208776.42,4.33
1155293.99,23.99,3.49,208813.78,4.34
1155089.01,23.99,3.49,209336.83,4.35
1154876.83,23.99,3.49,209149.92,4.34
1155121.26,23.99,3.49,209270.46,4.35
1155236.56,24.0,3.5,209491.83,4.35
1155031.58,24.0,3.5,209488.6,4.35
1155154.82,24.0,3.51,209488.6,4.35
1154637.58,24.0,3.5,209096.67,4.35
1154339.37,23.99,3.49,209142.34,4.35
1154667.08,24.0,3.5,209096.67,4.35
1154462.11,24.0,3.5,209096.67,4.35
1154466.99,24.0,3.5,209098.05,4.35
1154262.02,24.0,3.5,210063.84,4.37
1154245.82,24.01,3.51,209543.5,4.36
1154117.86,24.01,3.51,209432.09,4.36
1153978.33,24.01,3.51,209992.78,4.37
1153773.36,24.01,3.51,209989.55,4.37
1153757.16,24.01,3.52,209989.66,4.37
1154163.21,24.02,3.53,210057.16,4.37
1153958.23,24.03,3.53,209991.57,4.37
1153958.23,24.03,3.53,209990.45,4.37
1153753.26,24.03,3.53,209988.43,4.37
1153548.28,24.03,3.53,210520.33,4.38
1153532.08,24.03,3.53,210568.39,4.39
1153372.34,24.03,3.53,209988.43,4.37
1153167.36,24.03,3.53,210819.99,4.39
1152757.41,24.03,3.53,210816.76,4.39
1152552.43,24.03,3.53,211161.62,4.4
1152606.12,24.03,3.53,211183.89,4.4
1152401.14,24.03,3.54,211044.38,4.4
1152196.17,24.03,3.54,211004.01,4.4
1152011.19,24.03,3.54,211670.24,4.42
1152015.35,24.04,3.54,211280.99,4.41
1152353.29,24.05,3.55,211651.27,4.42
1152587.72,24.06,3.56,211648.04,4.42
1152571.53,24.06,3.56,211648.04,4.42
1152366.55,24.06,3.56,211746.22,4.42
1152366.55,24.06,3.56,211746.22,4.42
1152161.57,24.06,3.56,211992.05,4.43
1152145.38,24.06,3.57,211878.77,4.43
1151940.4,24.06,3.57,211819.85,4.43
1151745.43,24.07,3.57,211772.18,4.42
1151540.45,24.07,3.57,211770.34,4.43
1151514.25,24.07,3.57,212655.14,4.45
1150930.32,24.06,3.56,212070.4,4.43
1150725.35,24.06,3.56,212069.0,4.43
1150709.15,24.07,3.57,212099.55,4.44
1150504.18,24.07,3.57,212071.48,4.44
1150299.2,24.07,3.57,212128.26,4.44
1149919.8,24.06,3.56,211745.13,4.43
1149714.82,24.06,3.56,211686.17,4.43
1149509.84,24.06,3.57,211685.88,4.43
1149304.87,24.06,3.57,211872.87,4.44
1149099.89,24.06,3.57,211871.01,4.44
1149427.6,24.07,3.58,211869.64,4.44
1149427.6,24.07,3.58,211869.64,4.44
1149222.63,24.07,3.58,211995.63,4.44
1149040.11,24.07,3.57,211841.79,4.44
1148597.43,24.06,3.57,211731.19,4.44
1148597.43,24.06,3.57,211731.19,4.44
1148392.45,24.07,3.57,211715.8,4.44
1148187.48,24.07,3.57,212276.86,4.45
1148441.9,24.07,3.58,212285.94,4.45
1148441.9,24.07,3.58,212285.94,4.45
1148441.9,24.07,3.58,212285.94,4.45
1149483.04,24.1,3.6,213575.15,4.48
1149278.07,24.1,3.6,213571.92,4.48
1149278.07,24.1,3.6,213571.92,4.48
1149198.57,24.1,3.6,213850.41,4.48
1148993.59,24.1,3.6,213899.36,4.49
1148788.62,24.1,3.6,213885.76,4.49
1148911.85,24.1,3.61,213850.41,4.49
1148706.88,24.1,3.61,214447.97,4.5
1148275.88,24.1,3.6,213800.13,4.49
1148070.91,24.1,3.6,213626.42,4.48
1148271.6,24.11,3.61,214026.93,4.49
1148066.62,24.11,3.61,214023.7,4.49
1147861.65,24.11,3.61,214023.7,4.5
1147641.91,24.11,3.61,213812.99,4.49
1147641.91,24.11,3.61,213812.99,4.49
1147436.93,24.11,3.61,214119.28,4.5
1147436.93,24.11,3.61,214119.28,4.5
1147018.07,24.1,3.61,213820.58,4.49
1147018.07,24.1,3.61,213820.58,4.49
1147001.87,24.11,3.61,213687.28,4.49
1146796.9,24.11,3.61,213537.26,4.49
1147031.33,24.12,3.62,213663.88,4.49
1147256.5,24.13,3.63,214918.18,4.52
1146861.89,24.12,3.62,214383.74,4.51
1146985.12,24.13,3.63,214380.51,4.51
1146780.15,24.13,3.63,214380.51,4.51
1146575.17,24.13,3.63,214495.73,4.51
1146575.17,24.13,3.63,214495.73,4.51
1146558.97,24.13,3.63,214420.27,4.51
1146354.0,24.13,3.64,214406.39,4.51
1146149.02,24.13,3.64,214905.31,4.53
1145944.05,24.13,3.64,214467.12,4.52
1145739.07,24.14,3.64,214897.57,4.53
1145534.1,24.14,3.64,214894.33,4.53
1145329.12,24.14,3.64,214894.33,4.53
1145124.14,24.14,3.64,214933.42,4.53
1144919.17,24.14,3.64,214895.98,4.53
1144714.19,24.14,3.64,215358.54,4.54
1144509.22,24.14,3.64,215198.27,4.54
1144509.22,24.14,3.64,215198.27,4.54
1144753.65,24.15,3.65,214993.77,4.54
1144727.45,24.15,3.65,215542.87,4.55
1144522.48,24.15,3.65,215539.64,4.55
1144506.28,24.16,3.66,215539.64,4.55
1144301.3,24.16,3.66,215539.64,4.55
1144096.33,24.16,3.66,215668.39,4.55
1143817.63,24.15,3.66,215388.95,4.55
1143801.44,24.16,3.66,215308.97,4.55
