ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_fa36-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-arrived_gpu_milli
1027,5246,4767260,6212,4767260
1028,5248,4768070,6212,4768070
1028,5248,4768540,6212,4768540
1028,5248,4769540,6212,4769540
1029,5250,4770540,6212,4770540
1029,5250,4770860,6212,4770860
1029,5250,4771670,6212,4771670
1029,5250,4772260,6212,4772260
1029,5250,4772730,6212,4772730
1029,5250,4773540,6212,4773540
1030,5258,4774540,6212,4774540
1030,5258,4775010,6212,4775010
1030,5258,4775480,6212,4775480
1030,5258,4775950,6212,4775950
1030,5258,4776950,6212,4776950
1031,5260,4777270,6212,4777270
1031,5260,4777500,6212,4777500
1031,5260,4778500,6212,4778500
1032,5262,4778970,6212,4778970
1032,5262,4778970,6212,4778970
1032,5262,4779440,6212,4779440
1032,5262,4780440,6212,4780440
1033,5264,4781250,6212,4781250
1033,5264,4781620,6212,4781620
1033,5264,4782430,6212,4782430
1034,5272,4782750,6212,4782750
1034,5272,4782750,6212,4782750
1034,5272,4783070,6212,4783070
1034,5272,4783880,6212,4783880
1034,5272,4784350,6212,4784350
1034,5272,4785350,6212,4785350
1034,5272,4786160,6212,4786160
1034,5272,4786710,6212,4786710
1034,5272,4787180,6212,4787180
1034,5272,4787500,6212,4787500
1034,5272,4787500,6212,4787500
1034,5272,4788150,6212,4788150
1034,5272,4788150,6212,4788150
1034,5272,4788150,6212,4788150
1034,5272,4789150,6212,4789150
1034,5272,4789150,6212,4789150
1035,5280,4790150,6212,4790150
1035,5280,4790800,6212,4790800
1035,5280,4791260,6212,4791260
1035,5280,4791580,6212,4791580
1035,5280,4791580,6212,4791580
1035,5280,4792390,6212,4792390
1035,5280,4793390,6212,4793390
1035,5280,4793620,6212,4793620
1035,5280,4794270,6212,4794270
1035,5280,4795080,6212,4795080
1035,5280,4796080,6212,4796080
1035,5280,4796400,6212,4796400
1036,5282,4797400,6212,4797400
1036,5282,4798210,6212,4798210
1037,5284,4799210,6212,4799210
1037,5284,4799680,6212,4799680
1037,5284,4800150,6212,4800150
1038,5286,4800960,6212,4800960
1038,5286,4801430,6212,4801430
1039,5294,4802240,6212,4802240
1039,5294,4802470,6212,4802470
1039,5294,4803470,6212,4803470
1039,5294,4804120,6212,4804120
1039,5294,4805120,6212,4805120
1039,5294,4805930,6212,4805930
1039,5294,4806390,6212,4806390
1039,5294,4806390,6212,4806390
1039,5294,4807390,6212,4807390
1039,5294,4808040,6212,4808040
1039,5294,4808510,6212,4808510
1039,5294,4809320,6212,4809320
1039,5294,4810130,6212,4810130
1039,5294,4810940,6212,4810940
1039,5294,4811400,6212,4811400
1040,5302,4812210,6212,4812210
1040,5302,4813210,6212,4813210
1040,5302,4813210,6212,4813210
1040,5302,4814020,6212,4814020
1040,5302,4815020,6212,4815020
1040,5302,4815340,6212,4815340
1040,5302,4816340,6212,4816340
1040,5302,4816340,6212,4816340
1040,5302,4816890,6212,4816890
1040,5302,4817700,6212,4817700
1040,5302,4818510,6212,4818510
1041,5304,4819320,6212,4819320
1041,5304,4819790,6212,4819790
1042,5306,4820600,6212,4820600
1042,5306,4821410,6212,4821410
1043,5314,4822220,6212,4822220
1043,5314,4822870,6212,4822870
1043,5314,4823870,6212,4823870
1043,5314,4824680,6212,4824680
1043,5314,4825000,6212,4825000
1043,5314,4825160,6212,4825160
1043,5314,4825970,6212,4825970
1043,5314,4826970,6212,4826970
1043,5314,4826970,6212,4826970
1043,5314,4827320,6212,4827320
1043,5314,4827320,6212,4827320
1043,5314,4828320,6212,4828320
1043,5314,4828790,6212,4828790
1043,5314,4829160,6212,4829160
1044,5322,4830160,6212,4830160
1044,5322,4830160,6212,4830160
1044,5322,4830630,6212,4830630
1044,5322,4831630,6212,4831630
1044,5322,4831630,6212,4831630
1044,5322,4831630,6212,4831630
1044,5322,4832440,6212,4832440
1044,5322,4833250,6212,4833250
1044,5322,4834250,6212,4834250
1044,5322,4835060,6212,4835060
1044,5322,4836060,6212,4836060
1044,5322,4836530,6212,4836530
1044,5322,4837000,6212,4837000
1044,5322,4837320,6212,4837320
1045,5330,4838130,6212,4838130
1045,5330,4838450,6212,4838450
1045,5330,4838920,6212,4838920
1045,5330,4839920,6212,4839920
1045,5330,4840920,6212,4840920
1045,5330,4841730,6212,4841730
1045,5330,4842730,6212,4842730
1045,5330,4843730,6212,4843730
1045,5330,4843730,6212,4843730
1045,5330,4844540,6212,4844540
1046,5338,4845130,6212,4845130
1046,5338,4846130,6212,4846130
1046,5338,4846500,6212,4846500
1046,5338,4846970,6212,4846970
1046,5338,4847620,6212,4847620
1046,5338,4848430,6212,4848430
1046,5338,4849430,6212,4849430
1046,5338,4850430,6212,4850430
1046,5338,4851240,6212,4851240
1047,5346,4852240,6212,4852240
1047,5346,4853050,6212,4853050
1047,5346,4853280,6212,4853280
1047,5346,4854280,6212,4854280
1047,5346,4855090,6212,4855090
1047,5346,4855900,6212,4855900
1047,5346,4856370,6212,4856370
1047,5346,4856600,6212,4856600
1047,5346,4857600,6212,4857600
1047,5346,4858600,6212,4858600
1048,5354,4862600,6212,4862600
1048,5354,4863060,6212,4863060
1048,5354,4863060,6212,4863060
1048,5354,4863380,6212,4863380
1048,5354,4864190,6212,4864190
1048,5354,4864740,6212,4864740
1049,5362,4865740,6212,4865740
1049,5362,4866390,6212,4866390
1049,5362,4867200,6212,4867200
1049,5362,4867790,6212,4867790
1049,5362,4868790,6212,4868790
1049,5362,4869790,6212,4869790
1049,5362,4870260,6212,4870260
1049,5362,4871070,6212,4871070
1049,5362,4871300,6212,4871300
1049,5362,4871300,6212,4871300
1049,5362,4872110,6212,4872110
1049,5362,4872580,6212,4872580
1049,5362,4873050,6212,4873050
1050,5370,4874050,6212,4874050
1050,5370,4874510,6212,4874510
1050,5370,4874510,6212,4874510
1050,5370,4875320,6212,4875320
1050,5370,4876130,6212,4876130
1050,5370,4876780,6212,4876780
1050,5370,4876890,6212,4876890
1050,5370,4877890,6212,4877890
1050,5370,4878890,6212,4878890
1050,5370,4879700,6212,4879700
1050,5370,4880510,6212,4880510
1051,5378,4881510,6212,4881510
1051,5378,4881980,6212,4881980
1051,5378,4882450,6212,4882450
1051,5378,4883450,6212,4883450
1051,5378,4884100,6212,4884100
1051,5378,4884910,6212,4884910
1051,5378,4884910,6212,4884910
1051,5378,4885380,6212,4885380
1051,5378,4885700,6212,4885700
1051,5378,4886170,6212,4886170
1052,5386,4886640,6212,4886640
1052,5386,4887450,6212,4887450
1052,5386,4888450,6212,4888450
1052,5386,4889450,6212,4889450
1052,5386,4890450,6212,4890450
1052,5386,4890450,6212,4890450
1052,5386,4891450,6212,4891450
1052,5386,4892450,6212,4892450
1052,5386,4892820,6212,4892820
1052,5386,4893140,6212,4893140
1052,5386,4893950,6212,4893950
1052,5386,4894760,6212,4894760
1052,5386,4894760,6212,4894760
1052,5386,4895760,6212,4895760
1052,5386,4895760,6212,4895760
1053,5394,4896230,6212,4896230
1053,5394,4896700,6212,4896700
1053,5394,4897020,6212,4897020
1053,5394,4897490,6212,4897490
1053,5394,4897490,6212,4897490
1053,5394,4898490,6212,4898490
1053,5394,4899490,6212,4899490
1054,5396,4899810,6212,4899810
1054,5396,4900620,6212,4900620
1054,5396,4901430,6212,4901430
1054,5396,4902240,6212,4902240
1054,5396,4902240,6212,4902240
1054,5396,4902560,6212,4902560
1054,5396,4903370,6212,4903370
1054,5396,4904020,6212,4904020
1054,5396,4904340,6212,4904340
1055,5404,4905150,6212,4905150
1055,5404,4905960,6212,4905960
1055,5404,4906960,6212,4906960
1055,5404,4907550,6212,4907550
1055,5404,4907550,6212,4907550
1055,5404,4907870,6212,4907870
1055,5404,4908340,6212,4908340
1055,5404,4908340,6212,4908340
1055,5404,4909150,6212,4909150
1055,5404,4909960,6212,4909960
1055,5404,4910180,6212,4910180
1055,5404,4910180,6212,4910180
1055,5404,4910990,6212,4910990
1055,5404,4910990,6212,4910990
1055,5404,4911460,6212,4911460
1056,5412,4912270,6212,4912270
1056,5412,4912270,6212,4912270
1056,5412,4913080,6212,4913080
1056,5412,4914080,6212,4914080
1056,5412,4915080,6212,4915080
1056,5412,4915400,6212,4915400
1056,5412,4916400,6212,4916400
1056,5412,4916880,6212,4916880
1056,5412,4917530,6212,4917530
1056,5412,4918530,6212,4918530
1057,5420,4919180,6212,4919180
1057,5420,4920180,6212,4920180
1057,5420,4921180,6212,4921180
1057,5420,4921180,6212,4921180
1057,5420,4921180,6212,4921180
1057,5420,4921640,6212,4921640
1058,5422,4922450,6212,4922450
1058,5422,4922680,6212,4922680
1058,5422,4922680,6212,4922680
1058,5422,4922680,6212,4922680
1058,5422,4923490,6212,4923490
1058,5422,4924040,6212,4924040
1058,5422,4924590,6212,4924590
1058,5422,4925590,6212,4925590
1058,5422,4926400,6212,4926400
1059,5430,4927050,6212,4927050
1059,5430,4927520,6212,4927520
1059,5430,4928520,6212,4928520
1059,5430,4928840,6212,4928840
1059,5430,4929070,6212,4929070
1059,5430,4929880,6212,4929880
1059,5430,4930690,6212,4930690
1059,5430,4931160,6212,4931160
1059,5430,4931160,6212,4931160
1059,5430,4931970,6212,4931970
1059,5430,4931970,6212,4931970
1059,5430,4931970,6212,4931970
1059,5430,4932780,6212,4932780
1059,5430,4933250,6212,4933250
1059,5430,4934250,6212,4934250
1060,5438,4935250,6212,4935250
1060,5438,4936250,6212,4936250
1060,5438,4937060,6212,4937060
1060,5438,4937650,6212,4937650
1060,5438,4938460,6212,4938460
1060,5438,4939270,6212,4939270
1060,5438,4939270,6212,4939270
1060,5438,4940270,6212,4940270
1060,5438,4941080,6212,4941080
1060,5438,4941080,6212,4941080
1060,5438,4941190,6212,4941190
1060,5438,4941190,6212,4941190
1061,5440,4942000,6212,4942000
1061,5440,4943000,6212,4943000
1061,5440,4943000,6212,4943000
1061,5440,4943000,6212,4943000
1061,5440,4943320,6212,4943320
1061,5440,4943640,6212,4943640
1062,5448,4944450,6212,4944450
1062,5448,4945450,6212,4945450
1062,5448,4945920,6212,4945920
1062,5448,4946390,6212,4946390
1062,5448,4946760,6212,4946760
1062,5448,4946760,6212,4946760
1062,5448,4947230,6212,4947230
1062,5448,4947230,6212,4947230
1062,5448,4947390,6212,4947390
1062,5448,4948390,6212,4948390
1062,5448,4949390,6212,4949390
1062,5448,4949860,6212,4949860
1062,5448,4950860,6212,4950860
1063,5450,4951330,6212,4951330
1063,5450,4951440,6212,4951440
1063,5450,4952440,6212,4952440
1064,5458,4953440,6212,4953440
1064,5458,4953490,6212,4953490
1064,5458,4954300,6212,4954300
1064,5458,4954300,6212,4954300
1064,5458,4954530,6212,4954530
1064,5458,4955000,6212,4955000
1064,5458,4956000,6212,4956000
1064,5458,4956460,6212,4956460
1064,5458,4957460,6212,4957460
1064,5458,4958050,6212,4958050
1064,5458,4959050,6212,4959050
1064,5458,4959520,6212,4959520
1065,5466,4960520,6212,4960520
1065,5466,4960890,6212,4960890
1065,5466,4960890,6212,4960890
1065,5466,4961890,6212,4961890
1065,5466,4961890,6212,4961890
1065,5466,4962890,6212,4962890
1065,5466,4963360,6212,4963360
1066,5468,4964170,6212,4964170
1066,5468,4964760,6212,4964760
1067,5470,4965570,6212,4965570
1067,5470,4966030,6212,4966030
1067,5470,4967030,6212,4967030
1067,5470,4967840,6212,4967840
1067,5470,4968840,6212,4968840
1068,5472,4969840,6212,4969840
1068,5472,4970310,6212,4970310
1068,5472,4970780,6212,4970780
1069,5474,4971780,6212,4971780
1069,5474,4972250,6212,4972250
1069,5474,4972250,6212,4972250
1069,5474,4973060,6212,4973060
1069,5474,4974060,6212,4974060
1069,5474,4974530,6212,4974530
1069,5474,4974760,6212,4974760
1069,5474,4974760,6212,4974760
1070,5476,4975570,6212,4975570
1070,5476,4975730,6212,4975730
1070,5476,4976200,6212,4976200
1070,5476,4976250,6212,4976250
1070,5476,4976690,6212,4976690
1071,5484,4977500,6212,4977500
1071,5484,4978150,6212,4978150
1071,5484,4978960,6212,4978960
1071,5484,4979420,6212,4979420
1071,5484,4980420,6212,4980420
1071,5484,4980890,6212,4980890
1071,5484,4981890,6212,4981890
1071,5484,4981890,6212,4981890
1071,5484,4981940,6212,4981940
1071,5484,4982750,6212,4982750
1071,5484,4983560,6212,4983560
1072,5486,4984560,6212,4984560
1072,5486,4984560,6212,4984560
1072,5486,4985560,6212,4985560
1073,5488,4986370,6212,4986370
1073,5488,4987180,6212,4987180
1074,5496,4988180,6212,4988180
1074,5496,4988620,6212,4988620
1074,5496,4988780,6212,4988780
1074,5496,4989150,6212,4989150
1074,5496,4990150,6212,4990150
1074,5496,4990150,6212,4990150
1074,5496,4990150,6212,4990150
1074,5496,4990960,6212,4990960
1074,5496,4991770,6212,4991770
1074,5496,4992140,6212,4992140
1074,5496,4992360,6212,4992360
1074,5496,4993360,6212,4993360
1074,5496,4993470,6212,4993470
1074,5496,4993930,6212,4993930
1074,5496,4994480,6212,4994480
1075,5498,4995290,6212,4995290
1076,5506,4995760,6212,4995760
1076,5506,4996570,6212,4996570
1076,5506,4996570,6212,4996570
1076,5506,4997220,6212,4997220
1076,5506,4997690,6212,4997690
1076,5506,4998500,6212,4998500
1076,5506,4998970,6212,4998970
1076,5506,4999620,6212,4999620
1076,5506,5000620,6212,5000620
1077,5508,5001620,6212,5001620
1077,5508,5001940,6212,5001940
1077,5508,5002410,6212,5002410
1077,5508,5003410,6212,5003410
1077,5508,5003880,6212,5003880
1077,5508,5004350,6212,5004350
1077,5508,5005160,6212,5005160
1077,5508,5005160,6212,5005160
1077,5508,5005160,6212,5005160
1078,5516,5005970,6212,5005970
1078,5516,5006440,6212,5006440
1078,5516,5007440,6212,5007440
1078,5516,5008250,6212,5008250
1078,5516,5009250,6212,5009250
1078,5516,5009720,6212,5009720
1078,5516,5010720,6212,5010720
1078,5516,5011190,6212,5011190
1078,5516,5012000,6212,5012000
1079,5518,5012590,6212,5012590
1079,5518,5013060,6212,5013060
1079,5518,5014060,6212,5014060
1080,5520,5015060,6212,5015060
1080,5520,5016060,6212,5016060
1080,5520,5016280,6212,5016280
1081,5528,5016750,6212,5016750
1081,5528,5017220,6212,5017220
1081,5528,5018030,6212,5018030
1081,5528,5018840,6212,5018840
1081,5528,5019840,6212,5019840
1081,5528,5019840,6212,5019840
1081,5528,5020300,6212,5020300
1081,5528,5020300,6212,5020300
1081,5528,5021110,6212,5021110
1081,5528,5021760,6212,5021760
1081,5528,5022080,6212,5022080
1081,5528,5022730,6212,5022730
1082,5536,5023540,6212,5023540
1082,5536,5024350,6212,5024350
1082,5536,5024510,6212,5024510
1082,5536,5025160,6212,5025160
1082,5536,5025480,6212,5025480
1082,5536,5025950,6212,5025950
1082,5536,5025950,6212,5025950
1082,5536,5026500,6212,5026500
1082,5536,5027310,6212,5027310
1082,5536,5028310,6212,5028310
1082,5536,5028900,6212,5028900
1082,5536,5029900,6212,5029900
1083,5544,5030900,6212,5030900
1083,5544,5031360,6212,5031360
1083,5544,5031360,6212,5031360
1083,5544,5032360,6212,5032360
1083,5544,5033170,6212,5033170
1083,5544,5033640,6212,5033640
1083,5544,5034640,6212,5034640
1083,5544,5035290,6212,5035290
1083,5544,5035880,6212,5035880
1083,5544,5036350,6212,5036350
1083,5544,5036820,6212,5036820
1084,5552,5037290,6212,5037290
1084,5552,5037760,6212,5037760
1084,5552,5037760,6212,5037760
1084,5552,5037760,6212,5037760
1084,5552,5038760,6212,5038760
1084,5552,5039080,6212,5039080
1084,5552,5040080,6212,5040080
1084,5552,5040080,6212,5040080
1084,5552,5040730,6212,5040730
1084,5552,5040890,6212,5040890
1084,5552,5041890,6212,5041890
1084,5552,5042700,6212,5042700
1084,5552,5043170,6212,5043170
1084,5552,5043170,6212,5043170
1084,5552,5043640,6212,5043640
1084,5552,5044450,6212,5044450
1084,5552,5044720,6212,5044720
1085,5560,5045190,6212,5045190
1085,5560,5045840,6212,5045840
1085,5560,5046070,6212,5046070
1085,5560,5047070,6212,5047070
1085,5560,5047660,6212,5047660
1085,5560,5048470,6212,5048470
1085,5560,5048940,6212,5048940
1085,5560,5049940,6212,5049940
1085,5560,5050100,6212,5050100
1085,5560,5050570,6212,5050570
1085,5560,5051380,6212,5051380
1086,5568,5052190,6212,5052190
1086,5568,5053190,6212,5053190
1086,5568,5053510,6212,5053510
1086,5568,5054510,6212,5054510
1086,5568,5055510,6212,5055510
1086,5568,5056320,6212,5056320
1086,5568,5056640,6212,5056640
1086,5568,5056960,6212,5056960
1086,5568,5056960,6212,5056960
1086,5568,5057960,6212,5057960
1086,5568,5058280,6212,5058280
1086,5568,5058600,6212,5058600
1086,5568,5059600,6212,5059600
1086,5568,5060410,6212,5060410
1086,5568,5060880,6212,5060880
1086,5568,5060880,6212,5060880
1087,5570,5061350,6212,5061350
1087,5570,5061670,6212,5061670
1088,5572,5062260,6212,5062260
1088,5572,5062910,6212,5062910
1088,5572,5063280,6212,5063280
1088,5572,5064090,6212,5064090
1089,5580,5064560,6212,5064560
1089,5580,5065560,6212,5065560
1089,5580,5066560,6212,5066560
1089,5580,5067370,6212,5067370
1089,5580,5067840,6212,5067840
1089,5580,5068000,6212,5068000
1089,5580,5068810,6212,5068810
1089,5580,5069620,6212,5069620
1089,5580,5070080,6212,5070080
1089,5580,5071080,6212,5071080
1090,5588,5071890,6212,5071890
1090,5588,5072700,6212,5072700
1090,5588,5073700,6212,5073700
1090,5588,5074510,6212,5074510
1090,5588,5075100,6212,5075100
1090,5588,5075910,6212,5075910
1090,5588,5076720,6212,5076720
1090,5588,5077530,6212,5077530
1091,5590,5078530,6212,5078530
1091,5590,5079530,6212,5079530
1091,5590,5080000,6212,5080000
1092,5598,5080810,6212,5080810
1092,5598,5081810,6212,5081810
1092,5598,5082620,6212,5082620
1092,5598,5083430,6212,5083430
1092,5598,5083750,6212,5083750
1092,5598,5083750,6212,5083750
1092,5598,5084220,6212,5084220
1092,5598,5084220,6212,5084220
1092,5598,5085220,6212,5085220
1092,5598,5085220,6212,5085220
1092,5598,5086030,6212,5086030
1092,5598,5086350,6212,5086350
1092,5598,5086350,6212,5086350
1092,5598,5086820,6212,5086820
1092,5598,5087470,6212,5087470
1092,5598,5087470,6212,5087470
1092,5598,5087470,6212,5087470
1092,5598,5087520,6212,5087520
1092,5598,5087520,6212,5087520
1092,5598,5087840,6212,5087840
1093,5600,5088650,6212,5088650
1093,5600,5089650,6212,5089650
1094,5608,5090120,6212,5090120
1094,5608,5090120,6212,5090120
1094,5608,5090590,6212,5090590
1094,5608,5091060,6212,5091060
1094,5608,5092060,6212,5092060
1094,5608,5092060,6212,5092060
1094,5608,5092870,6212,5092870
1094,5608,5093340,6212,5093340
1094,5608,5093340,6212,5093340
1094,5608,5094340,6212,5094340
1094,5608,5095150,6212,5095150
1094,5608,5095960,6212,5095960
1094,5608,5096610,6212,5096610
1094,5608,5096930,6212,5096930
1094,5608,5096930,6212,5096930
1095,5610,5097740,6212,5097740
1095,5610,5098390,6212,5098390
1096,5612,5099390,6212,5099390
1096,5612,5099860,6212,5099860
1097,5614,5100860,6212,5100860
1097,5614,5100860,6212,5100860
1097,5614,5101330,6212,5101330
1097,5614,5102140,6212,5102140
1097,5614,5102140,6212,5102140
1097,5614,5102360,6212,5102360
1098,5622,5102680,6212,5102680
1098,5622,5103150,6212,5103150
1098,5622,5103800,6212,5103800
1098,5622,5104800,6212,5104800
1098,5622,5105030,6212,5105030
1098,5622,5105500,6212,5105500
1098,5622,5105970,6212,5105970
1098,5622,5106970,6212,5106970
1098,5622,5107440,6212,5107440
1098,5622,5108250,6212,5108250
1098,5622,5109060,6212,5109060
1098,5622,5109610,6212,5109610
1098,5622,5110610,6212,5110610
1099,5624,5111610,6212,5111610
1100,5632,5119610,6212,5119610
1100,5632,5120610,6212,5120610
1101,5634,5121260,6212,5121260
1101,5634,5121730,6212,5121730
1102,5642,5122320,6212,5122320
1102,5642,5123320,6212,5123320
1102,5642,5123320,6212,5123320
1102,5642,5123320,6212,5123320
1102,5642,5124320,6212,5124320
1102,5642,5125320,6212,5125320
1102,5642,5126130,6212,5126130
1102,5642,5127130,6212,5127130
1102,5642,5127450,6212,5127450
1102,5642,5128260,6212,5128260
1102,5642,5129260,6212,5129260
1103,5644,5130070,6212,5130070
1103,5644,5130070,6212,5130070
1103,5644,5130720,6212,5130720
1103,5644,5130950,6212,5130950
1103,5644,5131270,6212,5131270
1104,5652,5132080,6212,5132080
1104,5652,5132550,6212,5132550
1104,5652,5133360,6212,5133360
1104,5652,5133830,6212,5133830
1104,5652,5134640,6212,5134640
1104,5652,5135640,6212,5135640
1104,5652,5136450,6212,5136450
1104,5652,5136920,6212,5136920
1104,5652,5137730,6212,5137730
1104,5652,5138730,6212,5138730
1104,5652,5138730,6212,5138730
1105,5654,5139540,6212,5139540
1106,5656,5140010,6212,5140010
1106,5656,5140820,6212,5140820
1106,5656,5140820,6212,5140820
1106,5656,5141470,6212,5141470
1107,5664,5142280,6212,5142280
1107,5664,5143090,6212,5143090
1107,5664,5143560,6212,5143560
1107,5664,5143720,6212,5143720
1107,5664,5144180,6212,5144180
1107,5664,5144990,6212,5144990
1107,5664,5145800,6212,5145800
1107,5664,5145800,6212,5145800
1107,5664,5146270,6212,5146270
1107,5664,5147270,6212,5147270
1107,5664,5147270,6212,5147270
1107,5664,5148270,6212,5148270
1107,5664,5148590,6212,5148590
1107,5664,5149590,6212,5149590
1107,5664,5149820,6212,5149820
1107,5664,5149820,6212,5149820
1108,5672,5150820,6212,5150820
1109,5676,5151050,6212,5151050
1109,5676,5151280,6212,5151280
1109,5676,5151600,6212,5151600
1109,5676,5152410,6212,5152410
1109,5676,5153410,6212,5153410
1109,5676,5153410,6212,5153410
1109,5676,5153880,6212,5153880
1109,5676,5154880,6212,5154880
1109,5676,5155350,6212,5155350
1109,5676,5155350,6212,5155350
1109,5676,5155580,6212,5155580
1109,5676,5156580,6212,5156580
1109,5676,5156800,6212,5156800
1110,5684,5157800,6212,5157800
1110,5684,5158270,6212,5158270
1110,5684,5159270,6212,5159270
1111,5686,5160080,6212,5160080
1111,5686,5160550,6212,5160550
1111,5686,5160780,6212,5160780
1111,5686,5161250,6212,5161250
1111,5686,5161570,6212,5161570
1111,5686,5161570,6212,5161570
1111,5686,5162380,6212,5162380
1111,5686,5162850,6212,5162850
1111,5686,5163850,6212,5163850
1112,5688,5164850,6212,5164850
1112,5688,5165080,6212,5165080
1112,5688,5166080,6212,5166080
1112,5688,5166890,6212,5166890
1112,5688,5167700,6212,5167700
1112,5688,5168170,6212,5168170
1112,5688,5168720,6212,5168720
1113,5692,5169720,6212,5169720
1114,5694,5170720,6212,5170720
1114,5694,5171040,6212,5171040
1114,5694,5171510,6212,5171510
1114,5694,5171740,6212,5171740
1114,5694,5172550,6212,5172550
1114,5694,5172550,6212,5172550
1115,5696,5173550,6212,5173550
1115,5696,5174360,6212,5174360
1115,5696,5175170,6212,5175170
1115,5696,5175640,6212,5175640
1115,5696,5176110,6212,5176110
1115,5696,5176920,6212,5176920
1115,5696,5176920,6212,5176920
1116,5700,5177920,6212,5177920
1116,5700,5177920,6212,5177920
1116,5700,5178570,6212,5178570
1116,5700,5179570,6212,5179570
1116,5700,5179570,6212,5179570
1117,5702,5180380,6212,5180380
1117,5702,5181190,6212,5181190
1117,5702,5182190,6212,5182190
1118,5704,5182840,6212,5182840
1118,5704,5183650,6212,5183650
1119,5706,5184460,6212,5184460
1119,5706,5184930,6212,5184930
1119,5706,5185740,6212,5185740
1120,5714,5186200,6212,5186200
1120,5714,5186670,6212,5186670
1120,5714,5186670,6212,5186670
1120,5714,5187670,6212,5187670
1120,5714,5187830,6212,5187830
1120,5714,5188640,6212,5188640
1120,5714,5188640,6212,5188640
1120,5714,5189110,6212,5189110
1120,5714,5189580,6212,5189580
1120,5714,5189580,6212,5189580
1120,5714,5190390,6212,5190390
1120,5714,5191200,6212,5191200
1120,5714,5191660,6212,5191660
1120,5714,5191980,6212,5191980
1120,5714,5191980,6212,5191980
1120,5714,5192790,6212,5192790
1120,5714,5192790,6212,5192790
1121,5716,5193600,6212,5193600
1121,5716,5194600,6212,5194600
1121,5716,5194830,6212,5194830
1122,5724,5195830,6212,5195830
1122,5724,5196640,6212,5196640
1122,5724,5196640,6212,5196640
1122,5724,5197640,6212,5197640
1122,5724,5198450,6212,5198450
1122,5724,5199260,6212,5199260
1122,5724,5199580,6212,5199580
1122,5724,5200390,6212,5200390
1122,5724,5200710,6212,5200710
1122,5724,5201520,6212,5201520
1122,5724,5202170,6212,5202170
1123,5728,5202630,6212,5202630
1123,5728,5203100,6212,5203100
1123,5728,5203100,6212,5203100
1124,5736,5204100,6212,5204100
1124,5736,5204910,6212,5204910
1124,5736,5205560,6212,5205560
1124,5736,5205560,6212,5205560
1124,5736,5206370,6212,5206370
1124,5736,5207370,6212,5207370
1124,5736,5207370,6212,5207370
1124,5736,5207590,6212,5207590
1124,5736,5208060,6212,5208060
1124,5736,5208380,6212,5208380
1124,5736,5209380,6212,5209380
1124,5736,5209970,6212,5209970
1125,5738,5210970,6212,5210970
1126,5746,5218970,6212,5218970
1126,5746,5219970,6212,5219970
1127,5748,5220970,6212,5220970
1127,5748,5221440,6212,5221440
1127,5748,5221440,6212,5221440
1127,5748,5221440,6212,5221440
1128,5750,5221910,6212,5221910
1128,5750,5221910,6212,5221910
1128,5750,5222720,6212,5222720
1128,5750,5223180,6212,5223180
1128,5750,5223990,6212,5223990
1128,5750,5223990,6212,5223990
1129,5752,5224640,6212,5224640
1129,5752,5225640,6212,5225640
1130,5754,5226640,6212,5226640
1130,5754,5226690,6212,5226690
1130,5754,5226690,6212,5226690
1130,5754,5227010,6212,5227010
1130,5754,5227480,6212,5227480
1130,5754,5227850,6212,5227850
1131,5756,5228660,6212,5228660
1131,5756,5229130,6212,5229130
1131,5756,5230130,6212,5230130
1132,5764,5231130,6212,5231130
1132,5764,5231600,6212,5231600
1132,5764,5232070,6212,5232070
1132,5764,5232720,6212,5232720
1132,5764,5232950,6212,5232950
1132,5764,5232950,6212,5232950
1132,5764,5233950,6212,5233950
1132,5764,5234420,6212,5234420
1133,5766,5235420,6212,5235420
1133,5766,5235890,6212,5235890
1133,5766,5236700,6212,5236700
1133,5766,5237020,6212,5237020
1133,5766,5237490,6212,5237490
1133,5766,5237490,6212,5237490
1133,5766,5237960,6212,5237960
1133,5766,5238770,6212,5238770
1133,5766,5238770,6212,5238770
1133,5766,5239580,6212,5239580
1134,5774,5240390,6212,5240390
1134,5774,5241200,6212,5241200
1134,5774,5242010,6212,5242010
1134,5774,5242010,6212,5242010
1134,5774,5243010,6212,5243010
1134,5774,5243820,6212,5243820
1134,5774,5244470,6212,5244470
1134,5774,5245280,6212,5245280
1134,5774,5246090,6212,5246090
1135,5776,5247090,6212,5247090
1135,5776,5247560,6212,5247560
1136,5780,5248370,6212,5248370
1136,5780,5249370,6212,5249370
1137,5788,5250370,6212,5250370
1137,5788,5250370,6212,5250370
1137,5788,5250740,6212,5250740
1137,5788,5251060,6212,5251060
