order,workload,sc_policy,tune,seed,num_pod,cpu_milli,num_gpu,gpu_milli,gpu_type_req
12,openb_pod_list_gpushare40,05-BestFit,1.3,42,68,11910,1,1000,<none>
13,openb_pod_list_gpushare40,05-BestFit,1.3,42,64,9810,1,1000,<none>
14,openb_pod_list_gpushare40,05-BestFit,1.3,42,62,3150,1,590,<none>
15,openb_pod_list_gpushare40,05-BestFit,1.3,42,54,4000,1,1000,<none>
16,openb_pod_list_gpushare40,05-BestFit,1.3,42,54,15700,1,1000,<none>
17,openb_pod_list_gpushare40,05-BestFit,1.3,42,43,16000,1,1000,<none>
18,openb_pod_list_gpushare40,05-BestFit,1.3,42,42,8000,1,320,<none>
19,openb_pod_list_gpushare40,05-BestFit,1.3,42,40,4150,1,550,<none>
20,openb_pod_list_gpushare40,05-BestFit,1.3,42,39,8000,1,1000,<none>
21,openb_pod_list_gpushare40,05-BestFit,1.3,42,32,14200,1,1000,<none>
22,openb_pod_list_gpushare40,05-BestFit,1.3,42,25,24200,1,1000,<none>
23,openb_pod_list_gpushare40,05-BestFit,1.3,42,20,15200,1,1000,<none>
24,openb_pod_list_gpushare40,05-BestFit,1.3,42,19,4150,1,370,<none>
25,openb_pod_list_gpushare40,05-BestFit,1.3,42,18,11900,1,1000,<none>
26,openb_pod_list_gpushare40,05-BestFit,1.3,42,18,4000,1,220,<none>
27,openb_pod_list_gpushare40,05-BestFit,1.3,42,17,4150,1,810,<none>
28,openb_pod_list_gpushare40,05-BestFit,1.3,42,14,8200,1,1000,<none>
29,openb_pod_list_gpushare40,05-BestFit,1.3,42,12,4000,1,480,<none>
30,openb_pod_list_gpushare40,05-BestFit,1.3,42,10,16400,1,1000,<none>
31,openb_pod_list_gpushare40,05-BestFit,1.3,42,8,8000,1,220,<none>
32,openb_pod_list_gpushare40,05-BestFit,1.3,42,7,12000,1,460,<none>
33,openb_pod_list_gpushare40,05-BestFit,1.3,42,7,4000,1,350,<none>
34,openb_pod_list_gpushare40,05-BestFit,1.3,42,5,6000,1,320,<none>
35,openb_pod_list_gpushare40,05-BestFit,1.3,42,5,64200,8,1000,<none>
36,openb_pod_list_gpushare40,05-BestFit,1.3,42,4,8000,1,230,<none>
37,openb_pod_list_gpushare40,05-BestFit,1.3,42,3,88000,8,1000,<none>
38,openb_pod_list_gpushare40,05-BestFit,1.3,42,3,16200,2,1000,<none>
39,openb_pod_list_gpushare40,05-BestFit,1.3,42,3,8000,1,650,<none>
40,openb_pod_list_gpushare40,05-BestFit,1.3,42,3,32200,4,1000,<none>
41,openb_pod_list_gpushare40,05-BestFit,1.3,42,3,15400,1,1000,<none>
42,openb_pod_list_gpushare40,05-BestFit,1.3,42,2,6000,1,1000,<none>
43,openb_pod_list_gpushare40,05-BestFit,1.3,42,2,14900,1,1000,<none>
44,openb_pod_list_gpushare40,05-BestFit,1.3,42,2,9400,1,1000,<none>
45,openb_pod_list_gpushare40,05-BestFit,1.3,42,1,17400,2,1000,<none>
46,openb_pod_list_gpushare40,05-BestFit,1.3,42,1,7000,1,1000,<none>
47,openb_pod_list_gpushare40,05-BestFit,1.3,42,1,4000,1,330,<none>
48,openb_pod_list_gpushare40,05-BestFit,1.3,42,1,8000,1,460,<none>
49,openb_pod_list_gpushare40,05-BestFit,1.3,42,1,120200,8,1000,<none>
50,openb_pod_list_gpushare40,05-BestFit,1.3,42,1,15900,1,1000,<none>
51,openb_pod_list_gpushare40,05-BestFit,1.3,42,1,120000,8,1000,<none>
52,openb_pod_list_gpushare40,05-BestFit,1.3,42,1,4000,1,650,<none>
53,openb_pod_list_gpushare40,05-BestFit,1.3,42,1,4000,1,470,<none>
54,openb_pod_list_gpushare40,05-BestFit,1.3,42,1,4150,1,270,<none>
55,openb_pod_list_gpushare40,05-BestFit,1.3,42,1,14000,1,1000,<none>
0,openb_pod_list_gpushare40,06-FGD,1.3,42,494,3150,1,810,<none>
1,openb_pod_list_gpushare40,06-FGD,1.3,42,268,11300,1,1000,<none>
2,openb_pod_list_gpushare40,06-FGD,1.3,42,193,11400,1,1000,<none>
3,openb_pod_list_gpushare40,06-FGD,1.3,42,187,11910,1,470,<none>
4,openb_pod_list_gpushare40,06-FGD,1.3,42,184,8000,1,470,<none>
5,openb_pod_list_gpushare40,06-FGD,1.3,42,150,3150,1,1000,<none>
6,openb_pod_list_gpushare40,06-FGD,1.3,42,146,11910,1,650,<none>
7,openb_pod_list_gpushare40,06-FGD,1.3,42,129,12000,1,1000,<none>
8,openb_pod_list_gpushare40,06-FGD,1.3,42,127,4000,1,320,<none>
9,openb_pod_list_gpushare40,06-FGD,1.3,42,84,18710,1,1000,<none>
10,openb_pod_list_gpushare40,06-FGD,1.3,42,80,6000,1,460,<none>
11,openb_pod_list_gpushare40,06-FGD,1.3,42,69,4000,1,230,<none>
12,openb_pod_list_gpushare40,06-FGD,1.3,42,63,11910,1,1000,<none>
13,openb_pod_list_gpushare40,06-FGD,1.3,42,59,9810,1,1000,<none>
14,openb_pod_list_gpushare40,06-FGD,1.3,42,56,3150,1,590,<none>
15,openb_pod_list_gpushare40,06-FGD,1.3,42,54,15700,1,1000,<none>
16,openb_pod_list_gpushare40,06-FGD,1.3,42,51,4000,1,1000,<none>
17,openb_pod_list_gpushare40,06-FGD,1.3,42,41,8000,1,320,<none>
18,openb_pod_list_gpushare40,06-FGD,1.3,42,38,16000,1,1000,<none>
19,openb_pod_list_gpushare40,06-FGD,1.3,42,36,4150,1,550,<none>
20,openb_pod_list_gpushare40,06-FGD,1.3,42,35,8000,1,1000,<none>
21,openb_pod_list_gpushare40,06-FGD,1.3,42,30,14200,1,1000,<none>
22,openb_pod_list_gpushare40,06-FGD,1.3,42,24,24200,1,1000,<none>
23,openb_pod_list_gpushare40,06-FGD,1.3,42,19,4150,1,370,<none>
24,openb_pod_list_gpushare40,06-FGD,1.3,42,18,15200,1,1000,<none>
25,openb_pod_list_gpushare40,06-FGD,1.3,42,16,11900,1,1000,<none>
26,openb_pod_list_gpushare40,06-FGD,1.3,42,15,4150,1,810,<none>
27,openb_pod_list_gpushare40,06-FGD,1.3,42,15,4000,1,220,<none>
28,openb_pod_list_gpushare40,06-FGD,1.3,42,14,8200,1,1000,<none>
29,openb_pod_list_gpushare40,06-FGD,1.3,42,11,4000,1,480,<none>
30,openb_pod_list_gpushare40,06-FGD,1.3,42,9,16400,1,1000,<none>
31,openb_pod_list_gpushare40,06-FGD,1.3,42,7,4000,1,350,<none>
32,openb_pod_list_gpushare40,06-FGD,1.3,42,6,8000,1,220,<none>
33,openb_pod_list_gpushare40,06-FGD,1.3,42,5,6000,1,320,<none>
34,openb_pod_list_gpushare40,06-FGD,1.3,42,5,12000,1,460,<none>
35,openb_pod_list_gpushare40,06-FGD,1.3,42,5,64200,8,1000,<none>
36,openb_pod_list_gpushare40,06-FGD,1.3,42,4,8000,1,230,<none>
37,openb_pod_list_gpushare40,06-FGD,1.3,42,3,88000,8,1000,<none>
38,openb_pod_list_gpushare40,06-FGD,1.3,42,3,16200,2,1000,<none>
39,openb_pod_list_gpushare40,06-FGD,1.3,42,3,8000,1,650,<none>
40,openb_pod_list_gpushare40,06-FGD,1.3,42,3,32200,4,1000,<none>
41,openb_pod_list_gpushare40,06-FGD,1.3,42,3,15400,1,1000,<none>
42,openb_pod_list_gpushare40,06-FGD,1.3,42,2,2000,1,1000,<none>
43,openb_pod_list_gpushare40,06-FGD,1.3,42,2,6000,1,1000,<none>
44,openb_pod_list_gpushare40,06-FGD,1.3,42,2,14900,1,1000,<none>
45,openb_pod_list_gpushare40,06-FGD,1.3,42,2,9400,1,1000,<none>
46,openb_pod_list_gpushare40,06-FGD,1.3,42,2,1000,1,1000,<none>
47,openb_pod_list_gpushare40,06-FGD,1.3,42,1,17400,2,1000,<none>
48,openb_pod_list_gpushare40,06-FGD,1.3,42,1,7000,1,1000,<none>
49,openb_pod_list_gpushare40,06-FGD,1.3,42,1,4000,1,330,<none>
50,openb_pod_list_gpushare40,06-FGD,1.3,42,1,8000,1,460,<none>
51,openb_pod_list_gpushare40,06-FGD,1.3,42,1,120200,8,1000,<none>
52,openb_pod_list_gpushare40,06-FGD,1.3,42,1,15900,1,1000,<none>
53,openb_pod_list_gpushare40,06-FGD,1.3,42,1,120000,8,1000,<none>
54,openb_pod_list_gpushare40,06-FGD,1.3,42,1,4000,1,650,<none>
55,openb_pod_list_gpushare40,06-FGD,1.3,42,1,4000,1,470,<none>
56,openb_pod_list_gpushare40,06-FGD,1.3,42,1,4150,1,270,<none>
57,openb_pod_list_gpushare40,06-FGD,1.3,42,1,1000,1,320,<none>
58,openb_pod_list_gpushare40,06-FGD,1.3,42,1,14000,1,1000,<none>
0,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,518,3150,1,810,<none>
1,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,279,11300,1,1000,<none>
2,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,197,11400,1,1000,<none>
3,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,193,11910,1,470,<none>
4,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,189,8000,1,470,<none>
5,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,152,3150,1,1000,<none>
6,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,151,11910,1,650,<none>
7,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,134,4000,1,320,<none>
8,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,133,12000,1,1000,<none>
9,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,93,18710,1,1000,<none>
10,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,86,6000,1,460,<none>
11,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,71,4000,1,230,<none>
12,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,64,11910,1,1000,<none>
13,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,61,9810,1,1000,<none>
14,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,59,3150,1,590,<none>
15,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,54,15700,1,1000,<none>
16,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,52,4000,1,1000,<none>
17,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,41,8000,1,320,<none>
18,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,40,16000,1,1000,<none>
19,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,38,4150,1,550,<none>
20,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,36,8000,1,1000,<none>
21,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,31,14200,1,1000,<none>
22,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,26,24200,1,1000,<none>
23,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,19,15200,1,1000,<none>
24,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,19,4150,1,370,<none>
25,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,17,11900,1,1000,<none>
26,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,16,4000,1,220,<none>
27,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,15,4150,1,810,<none>
28,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,14,8200,1,1000,<none>
29,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,11,4000,1,480,<none>
30,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,10,16400,1,1000,<none>
31,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,8,8000,1,220,<none>
32,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,7,4000,1,350,<none>
33,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,6,12000,1,460,<none>
34,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,5,6000,1,320,<none>
35,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,5,64200,8,1000,<none>
36,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,4,32200,4,1000,<none>
37,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,4,8000,1,230,<none>
38,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,3,88000,8,1000,<none>
39,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,3,16200,2,1000,<none>
40,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,3,8000,1,650,<none>
41,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,3,15400,1,1000,<none>
42,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,2,6000,1,1000,<none>
43,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,2,14900,1,1000,<none>
44,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,2,9400,1,1000,<none>
45,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,30200,2,1000,<none>
46,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,64000,8,1000,<none>
47,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,17400,2,1000,<none>
48,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,7000,1,1000,<none>
49,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,4000,1,330,<none>
50,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,8000,1,460,<none>
51,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,120200,8,1000,<none>
52,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,15900,1,1000,<none>
53,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,120000,8,1000,<none>
54,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,4000,1,650,<none>
55,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,4000,1,470,<none>
56,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,4150,1,270,<none>
57,openb_pod_list_gpushare40,07-FGDPredictor,1.3,42,1,14000,1,1000,<none>
0,openb_pod_list_gpushare60,01-Random,1.3,42,1107,3150,1,810,<none>
1,openb_pod_list_gpushare60,01-Random,1.3,42,342,11910,1,470,<none>
2,openb_pod_list_gpushare60,01-Random,1.3,42,277,8000,1,470,<none>
3,openb_pod_list_gpushare60,01-Random,1.3,42,259,11300,1,1000,<none>
4,openb_pod_list_gpushare60,01-Random,1.3,42,195,11400,1,1000,<none>
5,openb_pod_list_gpushare60,01-Random,1.3,42,195,11910,1,650,<none>
6,openb_pod_list_gpushare60,01-Random,1.3,42,132,3150,1,1000,<none>
7,openb_pod_list_gpushare60,01-Random,1.3,42,113,4000,1,320,<none>
8,openb_pod_list_gpushare60,01-Random,1.3,42,101,6000,1,460,<none>
9,openb_pod_list_gpushare60,01-Random,1.3,42,99,12000,1,1000,<none>
10,openb_pod_list_gpushare60,01-Random,1.3,42,75,18710,1,1000,<none>
11,openb_pod_list_gpushare60,01-Random,1.3,42,73,4150,1,550,<none>
12,openb_pod_list_gpushare60,01-Random,1.3,42,56,9810,1,1000,<none>
13,openb_pod_list_gpushare60,01-Random,1.3,42,55,8000,1,1000,<none>
14,openb_pod_list_gpushare60,01-Random,1.3,42,51,3150,1,590,<none>
15,openb_pod_list_gpushare60,01-Random,1.3,42,49,11910,1,1000,<none>
16,openb_pod_list_gpushare60,01-Random,1.3,42,44,16000,1,1000,<none>
17,openb_pod_list_gpushare60,01-Random,1.3,42,41,15700,1,1000,<none>
18,openb_pod_list_gpushare60,01-Random,1.3,42,39,4000,1,1000,<none>
19,openb_pod_list_gpushare60,01-Random,1.3,42,38,14200,1,1000,<none>
20,openb_pod_list_gpushare60,01-Random,1.3,42,38,4150,1,810,<none>
21,openb_pod_list_gpushare60,01-Random,1.3,42,27,8000,1,320,<none>
22,openb_pod_list_gpushare60,01-Random,1.3,42,20,4150,1,370,<none>
23,openb_pod_list_gpushare60,01-Random,1.3,42,19,4000,1,230,<none>
24,openb_pod_list_gpushare60,01-Random,1.3,42,17,11900,1,1000,<none>
25,openb_pod_list_gpushare60,01-Random,1.3,42,15,8200,1,1000,<none>
26,openb_pod_list_gpushare60,01-Random,1.3,42,13,64200,8,1000,<none>
27,openb_pod_list_gpushare60,01-Random,1.3,42,13,16400,1,1000,<none>
28,openb_pod_list_gpushare60,01-Random,1.3,42,12,24200,1,1000,<none>
29,openb_pod_list_gpushare60,01-Random,1.3,42,10,88000,8,1000,<none>
30,openb_pod_list_gpushare60,01-Random,1.3,42,8,8000,1,650,<none>
31,openb_pod_list_gpushare60,01-Random,1.3,42,5,14900,1,1000,<none>
32,openb_pod_list_gpushare60,01-Random,1.3,42,5,4000,1,480,<none>
33,openb_pod_list_gpushare60,01-Random,1.3,42,4,15200,1,1000,<none>
34,openb_pod_list_gpushare60,01-Random,1.3,42,4,16200,2,1000,<none>
35,openb_pod_list_gpushare60,01-Random,1.3,42,4,6000,1,1000,<none>
36,openb_pod_list_gpushare60,01-Random,1.3,42,4,7000,1,1000,<none>
37,openb_pod_list_gpushare60,01-Random,1.3,42,4,12000,1,460,<none>
38,openb_pod_list_gpushare60,01-Random,1.3,42,4,4000,1,330,<none>
39,openb_pod_list_gpushare60,01-Random,1.3,42,3,8000,1,460,<none>
40,openb_pod_list_gpushare60,01-Random,1.3,42,3,4000,1,350,<none>
41,openb_pod_list_gpushare60,01-Random,1.3,42,2,60200,4,1000,<none>
42,openb_pod_list_gpushare60,01-Random,1.3,42,2,4000,1,650,<none>
43,openb_pod_list_gpushare60,01-Random,1.3,42,2,8000,1,230,<none>
44,openb_pod_list_gpushare60,01-Random,1.3,42,1,15400,1,1000,<none>
45,openb_pod_list_gpushare60,01-Random,1.3,42,1,17400,2,1000,<none>
46,openb_pod_list_gpushare60,01-Random,1.3,42,1,30200,2,1000,<none>
47,openb_pod_list_gpushare60,01-Random,1.3,42,1,32200,4,1000,<none>
48,openb_pod_list_gpushare60,01-Random,1.3,42,1,9400,1,1000,<none>
49,openb_pod_list_gpushare60,01-Random,1.3,42,1,4150,1,270,<none>
0,openb_pod_list_gpushare60,02-DotProd,1.3,42,949,3150,1,810,<none>
1,openb_pod_list_gpushare60,02-DotProd,1.3,42,356,11910,1,470,<none>
2,openb_pod_list_gpushare60,02-DotProd,1.3,42,302,8000,1,470,<none>
3,openb_pod_list_gpushare60,02-DotProd,1.3,42,227,4000,1,320,<none>
4,openb_pod_list_gpushare60,02-DotProd,1.3,42,216,11300,1,1000,<none>
5,openb_pod_list_gpushare60,02-DotProd,1.3,42,192,11910,1,650,<none>
6,openb_pod_list_gpushare60,02-DotProd,1.3,42,167,11400,1,1000,<none>
7,openb_pod_list_gpushare60,02-DotProd,1.3,42,122,6000,1,460,<none>
8,openb_pod_list_gpushare60,02-DotProd,1.3,42,116,3150,1,1000,<none>
9,openb_pod_list_gpushare60,02-DotProd,1.3,42,105,4000,1,230,<none>
10,openb_pod_list_gpushare60,02-DotProd,1.3,42,88,12000,1,1000,<none>
11,openb_pod_list_gpushare60,02-DotProd,1.3,42,80,4150,1,550,<none>
12,openb_pod_list_gpushare60,02-DotProd,1.3,42,69,3150,1,590,<none>
13,openb_pod_list_gpushare60,02-DotProd,1.3,42,67,18710,1,1000,<none>
14,openb_pod_list_gpushare60,02-DotProd,1.3,42,58,8000,1,320,<none>
15,openb_pod_list_gpushare60,02-DotProd,1.3,42,50,9810,1,1000,<none>
16,openb_pod_list_gpushare60,02-DotProd,1.3,42,46,11910,1,1000,<none>
17,openb_pod_list_gpushare60,02-DotProd,1.3,42,42,8000,1,1000,<none>
18,openb_pod_list_gpushare60,02-DotProd,1.3,42,38,4150,1,370,<none>
19,openb_pod_list_gpushare60,02-DotProd,1.3,42,36,15700,1,1000,<none>
20,openb_pod_list_gpushare60,02-DotProd,1.3,42,36,16000,1,1000,<none>
21,openb_pod_list_gpushare60,02-DotProd,1.3,42,35,4150,1,810,<none>
22,openb_pod_list_gpushare60,02-DotProd,1.3,42,35,14200,1,1000,<none>
23,openb_pod_list_gpushare60,02-DotProd,1.3,42,31,4000,1,1000,<none>
24,openb_pod_list_gpushare60,02-DotProd,1.3,42,23,4000,1,220,<none>
25,openb_pod_list_gpushare60,02-DotProd,1.3,42,15,8000,1,230,<none>
26,openb_pod_list_gpushare60,02-DotProd,1.3,42,15,8200,1,1000,<none>
27,openb_pod_list_gpushare60,02-DotProd,1.3,42,13,11900,1,1000,<none>
28,openb_pod_list_gpushare60,02-DotProd,1.3,42,9,16400,1,1000,<none>
29,openb_pod_list_gpushare60,02-DotProd,1.3,42,8,64200,8,1000,<none>
30,openb_pod_list_gpushare60,02-DotProd,1.3,42,8,8000,1,650,<none>
31,openb_pod_list_gpushare60,02-DotProd,1.3,42,7,4000,1,350,<none>
32,openb_pod_list_gpushare60,02-DotProd,1.3,42,7,88000,8,1000,<none>
33,openb_pod_list_gpushare60,02-DotProd,1.3,42,7,24200,1,1000,<none>
34,openb_pod_list_gpushare60,02-DotProd,1.3,42,7,4000,1,480,<none>
35,openb_pod_list_gpushare60,02-DotProd,1.3,42,6,8000,1,220,<none>
36,openb_pod_list_gpushare60,02-DotProd,1.3,42,6,4000,1,330,<none>
37,openb_pod_list_gpushare60,02-DotProd,1.3,42,5,12000,1,460,<none>
38,openb_pod_list_gpushare60,02-DotProd,1.3,42,4,6000,1,1000,<none>
39,openb_pod_list_gpushare60,02-DotProd,1.3,42,4,7000,1,1000,<none>
40,openb_pod_list_gpushare60,02-DotProd,1.3,42,4,14900,1,1000,<none>
41,openb_pod_list_gpushare60,02-DotProd,1.3,42,3,4000,1,650,<none>
42,openb_pod_list_gpushare60,02-DotProd,1.3,42,3,15200,1,1000,<none>
43,openb_pod_list_gpushare60,02-DotProd,1.3,42,3,8000,1,460,<none>
44,openb_pod_list_gpushare60,02-DotProd,1.3,42,3,16200,2,1000,<none>
45,openb_pod_list_gpushare60,02-DotProd,1.3,42,2,8000,1,440,<none>
46,openb_pod_list_gpushare60,02-DotProd,1.3,42,1,17400,2,1000,<none>
47,openb_pod_list_gpushare60,02-DotProd,1.3,42,1,30200,2,1000,<none>
48,openb_pod_list_gpushare60,02-DotProd,1.3,42,1,32200,4,1000,<none>
49,openb_pod_list_gpushare60,02-DotProd,1.3,42,1,9400,1,1000,<none>
50,openb_pod_list_gpushare60,02-DotProd,1.3,42,1,60200,4,1000,<none>
51,openb_pod_list_gpushare60,02-DotProd,1.3,42,1,4150,1,270,<none>
0,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,939,3150,1,810,<none>
1,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,354,11910,1,470,<none>
2,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,296,8000,1,470,<none>
3,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,226,4000,1,320,<none>
4,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,211,11300,1,1000,<none>
5,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,190,11910,1,650,<none>
6,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,164,11400,1,1000,<none>
7,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,122,6000,1,460,<none>
8,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,113,3150,1,1000,<none>
9,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,105,4000,1,230,<none>
10,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,87,12000,1,1000,<none>
11,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,80,4150,1,550,<none>
12,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,69,3150,1,590,<none>
13,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,67,18710,1,1000,<none>
14,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,58,8000,1,320,<none>
15,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,50,9810,1,1000,<none>
16,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,45,11910,1,1000,<none>
17,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,42,8000,1,1000,<none>
18,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,37,4150,1,370,<none>
19,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,36,16000,1,1000,<none>
20,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,35,14200,1,1000,<none>
21,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,34,15700,1,1000,<none>
22,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,34,4150,1,810,<none>
23,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,31,4000,1,1000,<none>
24,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,22,4000,1,220,<none>
25,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,15,8000,1,230,<none>
26,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,15,8200,1,1000,<none>
27,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,13,11900,1,1000,<none>
28,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,9,16400,1,1000,<none>
29,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,8,64200,8,1000,<none>
30,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,8,8000,1,650,<none>
31,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,7,4000,1,350,<none>
32,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,7,88000,8,1000,<none>
33,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,7,24200,1,1000,<none>
34,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,7,4000,1,480,<none>
35,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,6,8000,1,220,<none>
36,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,6,4000,1,330,<none>
37,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,5,12000,1,460,<none>
38,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,4,6000,1,1000,<none>
39,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,4,7000,1,1000,<none>
40,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,4,14900,1,1000,<none>
41,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,3,4000,1,650,<none>
42,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,3,15200,1,1000,<none>
43,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,3,8000,1,460,<none>
44,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,3,16200,2,1000,<none>
45,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,2,8000,1,440,<none>
46,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,1,17400,2,1000,<none>
47,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,1,30200,2,1000,<none>
48,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,1,32200,4,1000,<none>
49,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,1,9400,1,1000,<none>
50,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,1,60200,4,1000,<none>
51,openb_pod_list_gpushare60,03-GpuClustering,1.3,42,1,4150,1,270,<none>
0,openb_pod_list_gpushare60,04-GpuPacking,1.3,42,938,3150,1,810,<none>
1,openb_pod_list_gpushare60,04-GpuPacking,1.3,42,352,11910,1,470,<none>
2,openb_pod_list_gpushare60,04-GpuPacking,1.3,42,294,8000,1,470,<none>
3,openb_pod_list_gpushare60,04-GpuPacking,1.3,42,225,4000,1,320,<none>
4,openb_pod_list_gpushare60,04-GpuPacking,1.3,42,211,11300,1,1000,<none>
5,openb_pod_list_gpushare60,04-GpuPacking,1.3,42,189,11910,1,650,<none>
6,openb_pod_list_gpushare60,04-GpuPacking,1.3,42,164,11400,1,1000,<none>
7,openb_pod_list_gpushare60,04-GpuPacking,1.3,42,122,6000,1,460,<none>
8,openb_pod_list_gpushare60,04-GpuPacking,1.3,42,113,3150,1,1000,<none>
