ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7bf9-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_ratio
623358.0,16.31,2.71,215263.33,5.63
623222.03,16.31,2.71,215263.32,5.63
623222.03,16.31,2.71,215263.32,5.63
623086.05,16.31,2.71,215263.32,5.64
623086.05,16.31,2.71,215263.32,5.64
623138.75,16.32,2.72,215973.63,5.65
623202.27,16.32,2.72,215858.06,5.65
623066.29,16.32,2.72,215917.88,5.66
622919.5,16.32,2.72,215838.15,5.66
623215.52,16.33,2.73,215932.22,5.66
623019.09,16.33,2.73,215788.94,5.66
622883.11,16.33,2.73,215779.04,5.66
622935.81,16.33,2.74,216598.76,5.68
622935.81,16.33,2.74,216598.8,5.68
622732.0,16.33,2.73,216398.81,5.67
622596.02,16.33,2.73,216329.4,5.67
622460.04,16.33,2.73,216250.09,5.67
622334.88,16.33,2.73,215829.42,5.66
622188.09,16.33,2.73,215914.07,5.67
622052.11,16.33,2.73,215914.07,5.67
621916.13,16.33,2.74,215874.89,5.67
621780.16,16.33,2.74,215999.41,5.67
621845.48,16.34,2.74,215576.15,5.66
621609.58,16.34,2.74,215252.53,5.66
621237.58,16.33,2.73,214857.23,5.65
621533.6,16.34,2.74,214878.37,5.65
621397.62,16.34,2.74,214884.6,5.65
621397.62,16.34,2.74,214884.6,5.65
621397.62,16.34,2.74,214884.6,5.65
621588.07,16.35,2.75,215077.9,5.66
621452.1,16.35,2.75,214998.59,5.66
621298.36,16.35,2.75,218608.45,5.75
621162.38,16.35,2.75,218608.45,5.75
621026.4,16.35,2.75,218608.0,5.75
620729.97,16.34,2.74,218359.16,5.75
621183.54,16.35,2.76,218359.16,5.75
621047.57,16.36,2.76,218360.35,5.75
620911.59,16.36,2.76,218359.16,5.75
620911.59,16.36,2.76,218359.16,5.75
620775.61,16.36,2.76,218359.16,5.75
620639.63,16.36,2.76,218359.18,5.75
620692.34,16.36,2.76,218751.48,5.77
620556.36,16.36,2.77,218716.33,5.77
620420.38,16.36,2.77,219171.65,5.78
620284.4,16.36,2.77,219178.34,5.78
620148.43,16.37,2.77,219372.3,5.79
619776.13,16.36,2.76,218924.27,5.78
619640.15,16.36,2.76,218723.15,5.77
619504.18,16.36,2.76,218733.91,5.78
619821.83,16.37,2.77,218938.61,5.78
619821.83,16.37,2.77,218938.61,5.78
619685.85,16.37,2.77,218938.75,5.78
619549.88,16.37,2.77,218938.17,5.79
619549.88,16.37,2.77,218960.92,5.79
619475.09,16.37,2.77,219925.97,5.81
619339.11,16.37,2.77,219936.94,5.81
619339.11,16.37,2.77,219925.77,5.81
619339.11,16.37,2.77,219935.5,5.81
619392.46,16.38,2.78,219551.28,5.8
619178.31,16.37,2.78,219244.98,5.8
619042.34,16.38,2.78,219246.71,5.8
619232.79,16.38,2.79,219235.13,5.8
618936.36,16.38,2.78,219426.15,5.81
618936.36,16.38,2.78,219426.15,5.81
619126.81,16.38,2.79,219383.36,5.81
619179.51,16.39,2.79,219292.64,5.8
619179.51,16.39,2.79,219292.64,5.8
619043.53,16.39,2.79,219781.14,5.82
619043.53,16.39,2.79,219781.14,5.82
618886.18,16.39,2.79,219624.27,5.82
618750.2,16.39,2.79,219624.28,5.82
618750.2,16.39,2.79,219624.28,5.82
619115.8,16.4,2.8,219670.64,5.82
619115.8,16.4,2.8,219667.18,5.82
619181.13,16.4,2.81,219243.92,5.81
619181.13,16.4,2.81,219243.92,5.81
619022.45,16.4,2.8,219085.24,5.8
618886.47,16.4,2.8,219048.98,5.8
618543.77,16.39,2.8,219038.42,5.81
618757.7,16.4,2.8,219186.01,5.81
618621.72,16.4,2.8,220632.42,5.85
618325.29,16.4,2.8,220315.82,5.84
618189.32,16.4,2.8,220236.51,5.84
617938.1,16.39,2.79,219963.91,5.83
618003.42,16.4,2.8,219540.64,5.82
617768.84,16.39,2.8,219218.34,5.82
617632.86,16.4,2.8,219218.34,5.82
617496.89,16.4,2.8,218312.22,5.8
617571.22,16.4,2.8,217978.81,5.79
617435.24,16.4,2.8,217978.36,5.79
617299.27,16.4,2.81,217978.36,5.79
617341.15,16.41,2.81,217845.64,5.79
617383.04,16.41,2.81,218500.12,5.81
617435.74,16.42,2.82,218556.35,5.81
617299.76,16.42,2.82,218537.49,5.81
617543.8,16.43,2.83,218500.14,5.81
617407.82,16.43,2.83,219023.11,5.83
617271.84,16.43,2.83,218831.02,5.82
617081.39,16.42,2.83,219041.86,5.83
616945.42,16.43,2.83,219041.87,5.83
616945.42,16.43,2.83,219041.87,5.83
616945.42,16.43,2.83,219041.87,5.83
616987.3,16.43,2.83,219047.48,5.83
616851.32,16.43,2.83,219047.01,5.83
617041.78,16.44,2.84,219071.09,5.84
617337.8,16.45,2.85,219514.42,5.85
616967.8,16.44,2.84,219144.42,5.84
617020.5,16.45,2.85,218677.01,5.83
616724.07,16.44,2.84,218712.11,5.83
616588.09,16.44,2.84,218689.42,5.83
616640.79,16.44,2.85,218781.79,5.83
616504.82,16.45,2.85,219493.27,5.86
616557.52,16.45,2.85,219667.9,5.86
616421.54,16.45,2.85,219611.27,5.86
616486.86,16.46,2.86,219188.01,5.85
616263.4,16.45,2.85,218898.91,5.84
616028.82,16.45,2.85,218576.61,5.84
616413.48,16.46,2.86,218571.16,5.84
616277.51,16.46,2.86,219030.35,5.85
616277.51,16.46,2.86,219030.35,5.85
616277.51,16.46,2.86,219030.35,5.85
616092.62,16.46,2.86,218784.1,5.84
616157.94,16.46,2.87,218360.84,5.83
615862.19,16.46,2.86,218114.04,5.83
615627.61,16.46,2.86,217791.74,5.82
615491.63,16.46,2.86,217791.29,5.82
615787.65,16.47,2.87,217791.29,5.82
615787.65,16.47,2.87,217791.29,5.82
615651.68,16.47,2.87,217791.29,5.83
615279.68,16.46,2.86,217841.12,5.83
615143.7,16.46,2.86,217998.97,5.83
615007.72,16.46,2.86,217905.55,5.83
615303.74,16.47,2.87,217905.1,5.83
615167.77,16.47,2.87,217242.7,5.82
614795.77,16.46,2.87,217242.7,5.82
614659.79,16.46,2.87,217004.3,5.81
614850.24,16.47,2.88,217053.94,5.82
615146.26,16.48,2.89,217055.28,5.82
614849.84,16.48,2.88,217004.3,5.82
614713.86,16.48,2.88,217716.61,5.84
614577.88,16.48,2.88,217697.24,5.84
614420.66,16.47,2.88,217549.55,5.83
614284.68,16.48,2.88,217549.69,5.83
614148.71,16.48,2.88,217549.1,5.84
614012.73,16.48,2.88,217671.42,5.84
614076.25,16.48,2.88,217990.4,5.85
614346.54,16.49,2.89,218126.8,5.86
614210.56,16.49,2.89,218330.99,5.86
614074.59,16.49,2.9,218137.62,5.86
614074.59,16.49,2.9,218160.37,5.86
613938.61,16.49,2.9,218145.43,5.86
613802.63,16.49,2.9,218135.53,5.86
613680.57,16.49,2.9,218169.13,5.86
613683.18,16.5,2.9,217938.86,5.86
614000.83,16.51,2.91,217869.84,5.86
614066.16,16.51,2.92,217446.58,5.85
614066.16,16.51,2.92,217423.83,5.85
613831.58,16.51,2.91,217101.53,5.84
614022.03,16.52,2.92,217351.89,5.85
614096.36,16.52,2.93,218070.92,5.87
613960.39,16.53,2.93,217991.61,5.87
614002.27,16.53,2.93,217763.4,5.86
613866.29,16.53,2.93,217763.4,5.86
613579.21,16.52,2.93,217552.17,5.86
613432.41,16.53,2.93,217384.02,5.86
613432.41,16.53,2.93,217407.25,5.86
613296.43,16.53,2.93,217406.8,5.86
613160.46,16.53,2.93,217406.8,5.86
613213.16,16.53,2.93,216873.63,5.85
612916.73,16.53,2.93,216583.86,5.84
612780.75,16.53,2.93,216694.09,5.84
612833.45,16.53,2.93,216453.54,5.84
612639.67,16.53,2.93,217622.24,5.87
612935.69,16.54,2.94,217584.7,5.87
612563.69,16.53,2.93,217512.0,5.87
612563.69,16.53,2.93,217497.89,5.87
612427.71,16.53,2.93,217497.89,5.87
612745.37,16.54,2.94,217624.01,5.87
612609.39,16.54,2.94,218796.09,5.91
612415.6,16.54,2.94,219813.6,5.94
612279.63,16.54,2.94,219813.6,5.94
612575.65,16.55,2.95,220157.85,5.95
612575.65,16.55,2.95,220174.56,5.95
612856.76,16.56,2.96,220495.85,5.96
612731.6,16.56,2.96,220360.54,5.96
612584.8,16.56,2.96,220672.96,5.97
612448.83,16.56,2.97,220672.51,5.97
612312.85,16.56,2.97,220672.51,5.97
612025.76,16.56,2.96,220566.48,5.97
611889.78,16.56,2.96,220602.48,5.97
611889.78,16.56,2.96,220602.48,5.97
611527.79,16.55,2.95,220242.97,5.96
611718.24,16.56,2.96,220346.14,5.96
611582.26,16.56,2.96,220334.46,5.97
611647.58,16.56,2.97,219911.2,5.96
611600.36,16.57,2.97,219767.2,5.95
611600.36,16.57,2.97,219767.2,5.95
611464.38,16.57,2.97,219687.89,5.95
611529.7,16.57,2.98,219264.63,5.94
611295.12,16.57,2.97,218942.33,5.94
611159.15,16.57,2.97,218942.33,5.94
611233.48,16.58,2.98,218445.59,5.92
611499.54,16.59,2.99,217904.7,5.91
611323.71,16.59,2.99,218412.61,5.93
611187.73,16.59,2.99,218333.3,5.93
611240.43,16.59,3.0,218300.66,5.93
611104.45,16.59,3.0,218300.66,5.93
610968.48,16.59,3.0,218221.35,5.93
610832.5,16.6,3.0,218221.35,5.93
610885.2,16.6,3.0,218923.76,5.95
610749.22,16.6,3.0,218789.95,5.95
611053.4,16.61,3.01,218789.5,5.95
610917.42,16.61,3.01,218803.56,5.95
610970.12,16.62,3.02,218800.33,5.95
611022.82,16.62,3.03,218790.55,5.95
610886.84,16.62,3.03,218789.85,5.95
610886.84,16.62,3.03,218789.85,5.95
610886.84,16.62,3.03,218815.79,5.95
610750.87,16.62,3.03,218815.44,5.96
610614.89,16.63,3.03,219547.91,5.98
610478.91,16.63,3.03,219597.41,5.98
610108.76,16.62,3.02,219230.38,5.97
609972.79,16.62,3.02,219152.42,5.97
609836.81,16.62,3.02,219151.07,5.97
609728.13,16.62,3.02,219042.39,5.97
609592.15,16.62,3.02,218956.04,5.97
609456.17,16.62,3.02,218956.04,5.97
609320.2,16.62,3.02,218956.18,5.97
609184.22,16.62,3.02,218955.6,5.97
609048.24,16.62,3.02,218955.6,5.98
609344.26,16.63,3.03,219095.66,5.98
609208.29,16.63,3.03,219002.68,5.98
609273.61,16.64,3.04,218579.42,5.97
608931.11,16.63,3.03,218227.06,5.96
608559.12,16.62,3.02,218186.02,5.96
608820.38,16.63,3.03,218345.82,5.96
608523.95,16.62,3.03,218091.25,5.96
608523.95,16.62,3.03,218091.25,5.96
608523.95,16.62,3.03,218073.16,5.96
608365.27,16.62,3.02,217914.69,5.95
608365.27,16.62,3.02,217917.79,5.95
608229.3,16.62,3.02,217917.34,5.96
608282.0,16.63,3.03,218335.74,5.97
608146.02,16.63,3.03,218335.74,5.97
608020.86,16.63,3.03,218058.49,5.96
608020.86,16.63,3.03,218078.98,5.96
607874.07,16.63,3.03,218180.05,5.97
608170.09,16.64,3.04,218218.24,5.97
608034.11,16.64,3.04,218250.36,5.97
607705.38,16.63,3.04,220559.19,6.04
607705.38,16.63,3.04,220559.41,6.04
607705.38,16.63,3.04,220559.41,6.04
607569.4,16.63,3.04,220559.1,6.04
607865.42,16.65,3.05,220559.1,6.04
607865.42,16.65,3.05,220559.1,6.04
607679.58,16.64,3.04,220387.01,6.04
607543.6,16.64,3.04,220422.41,6.04
607543.6,16.64,3.04,220445.07,6.04
607596.3,16.65,3.05,220422.46,6.04
607460.32,16.65,3.05,220414.85,6.04
607236.86,16.64,3.05,220475.39,6.04
607532.88,16.65,3.06,220464.31,6.04
607396.91,16.65,3.06,220409.66,6.04
607396.91,16.65,3.06,220387.01,6.04
607260.93,16.66,3.06,221224.45,6.07
607542.04,16.67,3.07,221145.14,6.07
607542.04,16.67,3.07,221168.04,6.07
607542.04,16.67,3.07,221168.04,6.07
607170.04,16.66,3.06,220776.43,6.06
607034.06,16.66,3.06,221191.51,6.07
607034.06,16.66,3.06,221168.62,6.07
606898.09,16.66,3.06,221168.75,6.07
606950.79,16.66,3.07,221168.17,6.07
607003.49,16.67,3.07,221168.17,6.07
607003.49,16.67,3.07,221193.78,6.07
606867.51,16.67,3.07,221193.78,6.08
606731.53,16.67,3.07,221204.85,6.08
607027.56,16.68,3.08,221196.93,6.08
606891.58,16.68,3.08,221811.19,6.1
606755.6,16.68,3.09,221811.78,6.1
606383.6,16.67,3.08,221628.73,6.09
606383.6,16.67,3.08,221628.95,6.09
606096.52,16.67,3.07,221343.87,6.09
606096.52,16.67,3.07,221369.04,6.09
606096.52,16.67,3.07,221365.18,6.09
606149.22,16.67,3.08,221476.26,6.09
606437.09,16.68,3.09,221885.43,6.1
606295.06,16.68,3.08,221687.06,6.1
606159.08,16.68,3.08,221607.75,6.1
606159.08,16.68,3.08,221607.75,6.1
606023.11,16.68,3.08,221607.75,6.1
605887.13,16.68,3.09,221607.3,6.1
605728.45,16.68,3.08,221453.15,6.1
605592.47,16.68,3.08,221453.15,6.1
605592.47,16.68,3.08,221453.15,6.1
605896.65,16.69,3.09,221455.9,6.1
606087.1,16.7,3.1,221607.02,6.11
605951.12,16.7,3.1,221627.56,6.11
605590.97,16.69,3.09,221453.15,6.1
605643.67,16.7,3.1,222083.19,6.12
605696.37,16.7,3.11,222140.08,6.13
605696.37,16.7,3.11,222140.08,6.13
605560.4,16.7,3.11,222128.71,6.13
605424.42,16.7,3.11,222128.26,6.13
605288.44,16.71,3.11,222128.26,6.13
605152.46,16.71,3.11,222128.26,6.13
605016.49,16.71,3.11,222129.54,6.13
604880.51,16.71,3.11,222128.26,6.14
605176.53,16.72,3.12,222358.16,6.14
605229.23,16.72,3.13,222498.73,6.15
605093.26,16.72,3.13,222617.22,6.15
604957.28,16.73,3.13,222537.91,6.15
604821.3,16.73,3.13,222537.91,6.15
604821.3,16.73,3.13,222537.91,6.15
604524.87,16.72,3.12,222351.09,6.15
604366.19,16.72,3.12,222192.41,6.15
604230.22,16.72,3.12,222198.64,6.15
604094.24,16.72,3.12,221536.23,6.13
604094.24,16.72,3.12,221536.23,6.13
604284.69,16.73,3.13,221729.53,6.14
604284.69,16.73,3.13,221729.53,6.14
604148.71,16.73,3.13,221729.09,6.14
603776.71,16.72,3.12,221485.86,6.13
603640.74,16.72,3.12,221485.85,6.13
603504.76,16.72,3.12,221536.52,6.14
603557.46,16.73,3.13,221334.66,6.13
603421.48,16.73,3.13,221322.8,6.13
603611.94,16.73,3.14,221283.99,6.13
602524.12,16.74,3.14,221283.54,6.15
602388.14,16.74,3.14,221289.77,6.15
602252.16,16.74,3.15,221204.23,6.15
602252.16,16.74,3.15,221204.23,6.15
602116.18,16.74,3.15,221203.79,6.15
602116.18,16.74,3.15,221203.79,6.15
601980.21,16.74,3.15,221203.78,6.15
601683.78,16.74,3.14,220954.95,6.15
601558.62,16.74,3.14,221237.39,6.16
601558.62,16.74,3.14,221237.39,6.16
601411.82,16.74,3.14,221027.87,6.15
601411.82,16.74,3.14,221027.87,6.15
601275.85,16.74,3.14,221027.87,6.15
601139.87,16.74,3.14,221170.96,6.16
601016.51,16.74,3.15,220555.1,6.14
601016.51,16.74,3.15,220557.65,6.14
601016.51,16.74,3.15,220557.65,6.14
601016.51,16.74,3.15,220557.65,6.14
600780.61,16.74,3.14,220237.95,6.14
600780.61,16.74,3.14,220237.95,6.14
600780.61,16.74,3.14,220237.95,6.14
600833.31,16.75,3.15,220948.07,6.16
600697.33,16.75,3.15,220838.38,6.16
600400.91,16.74,3.14,220367.21,6.14
600464.42,16.75,3.15,220196.17,6.14
600838.27,16.76,3.16,221105.5,6.17
600890.97,16.76,3.17,221100.22,6.17
600765.81,16.76,3.17,221129.41,6.17
600619.01,16.76,3.17,221260.78,6.18
600311.02,16.76,3.16,220903.54,6.17
600175.04,16.76,3.16,220893.64,6.17
600471.06,16.77,3.17,221184.16,6.18
600471.06,16.77,3.17,221230.55,6.18
600362.17,16.77,3.17,221121.66,6.18
600226.2,16.77,3.17,221121.21,6.18
600278.9,16.77,3.18,221121.21,6.18
600331.6,16.78,3.18,221126.77,6.18
600575.64,16.79,3.19,221121.22,6.18
600439.66,16.79,3.19,221121.21,6.18
600439.66,16.79,3.19,221121.21,6.18
600303.68,16.79,3.19,221527.9,6.2
600356.38,16.8,3.2,221797.63,6.2
600356.38,16.8,3.2,221797.63,6.2
600220.41,16.8,3.2,221896.28,6.21
599132.59,16.8,3.21,221896.28,6.22
598996.61,16.8,3.21,221895.83,6.23
599049.31,16.81,3.21,221895.83,6.23
598913.33,16.81,3.21,221910.11,6.23
598913.33,16.81,3.21,221910.11,6.23
598913.33,16.81,3.21,221910.11,6.23
599103.79,16.82,3.22,221899.35,6.23
598947.75,16.82,3.22,221745.33,6.23
598575.75,16.81,3.21,221445.4,6.22
598439.77,16.81,3.21,221445.53,6.22
598630.23,16.82,3.22,222502.32,6.25
598505.06,16.82,3.22,222082.12,6.24
598505.06,16.82,3.22,222082.12,6.24
598358.27,16.82,3.22,222195.04,6.25
598654.29,16.83,3.23,222194.59,6.25
598364.28,16.82,3.22,222072.29,6.24
598228.3,16.82,3.23,222072.29,6.25
598092.32,16.82,3.23,222122.81,6.25
597956.35,16.82,3.23,222084.17,6.25
597820.37,16.83,3.23,222100.66,6.25
597523.94,16.82,3.22,221897.52,6.25
597387.96,16.82,3.22,221897.5,6.25
597578.41,16.83,3.23,221965.13,6.25
597631.12,16.83,3.24,222502.46,6.27
597495.14,16.83,3.24,222537.83,6.27
597133.14,16.83,3.23,222194.93,6.26
597133.14,16.83,3.23,222194.93,6.26
596997.16,16.83,3.23,222367.76,6.27
596947.16,16.83,3.23,222317.76,6.27
596811.19,16.83,3.23,222317.31,6.27
596675.21,16.83,3.23,222317.31,6.27
596971.23,16.84,3.24,222350.57,6.27
596835.25,16.84,3.24,222334.84,6.27
596699.28,16.84,3.24,222327.87,6.27
596563.3,16.84,3.24,222971.27,6.29
596266.87,16.83,3.24,222663.55,6.29
596130.89,16.84,3.24,222342.3,6.28
595994.91,16.84,3.24,222341.85,6.28
595666.57,16.83,3.23,222095.0,6.27
595983.09,16.84,3.24,222581.49,6.29
595847.11,16.84,3.24,222581.49,6.29
595711.13,16.84,3.24,222581.49,6.29
595776.45,16.85,3.25,222158.23,6.28
595541.87,16.85,3.25,221835.93,6.28
595837.9,16.86,3.26,221882.95,6.28
595701.92,16.86,3.26,221839.07,6.28
595480.1,16.85,3.25,221681.28,6.27
595344.12,16.85,3.26,221680.83,6.28
595208.14,16.85,3.26,221680.83,6.28
595072.16,16.86,3.26,222504.23,6.3
594775.74,16.85,3.25,222214.46,6.29
594775.74,16.85,3.25,222214.46,6.29
594639.76,16.85,3.25,222253.2,6.3
594514.6,16.85,3.25,221789.69,6.29
594378.62,16.85,3.25,221790.77,6.29
594258.31,16.85,3.26,221906.92,6.29
594122.33,16.85,3.26,221872.33,6.29
593986.35,16.85,3.26,221872.33,6.3
593850.37,16.86,3.26,221958.92,6.3
593903.07,16.86,3.26,221954.6,6.3
593777.91,16.86,3.26,222346.29,6.31
593631.12,16.86,3.27,222123.63,6.31
593821.57,16.87,3.27,222185.86,6.31
593685.59,16.87,3.27,222315.88,6.32
593287.12,16.86,3.27,221896.69,6.31
593583.14,16.87,3.28,221896.24,6.31
593296.99,16.87,3.27,221593.89,6.3
593161.01,16.87,3.27,221593.89,6.3
593213.71,16.87,3.28,221618.25,6.3
593077.73,16.87,3.28,221596.48,6.3
592941.76,16.88,3.28,221594.64,6.31
592994.46,16.88,3.28,221900.72,6.32
592858.48,16.88,3.28,221860.99,6.32
592486.48,16.87,3.28,221593.89,6.31
592190.05,16.87,3.27,221345.05,6.3
592054.08,16.87,3.27,221782.2,6.32
592054.08,16.87,3.27,221782.2,6.32
592054.08,16.87,3.27,221782.2,6.32
591918.1,16.87,3.27,221702.89,6.32
592214.12,16.88,3.28,222133.88,6.33
592078.14,16.88,3.28,222133.43,6.33
591942.17,16.88,3.28,222133.43,6.33
591806.19,16.88,3.28,222152.51,6.34
591434.19,16.87,3.28,221781.52,6.33
591298.21,16.87,3.28,221773.52,6.33
591162.24,16.88,3.28,221770.37,6.33
591026.26,16.88,3.28,221933.41,6.34
590901.1,16.88,3.28,221863.4,6.34
590754.3,16.88,3.28,221762.44,6.34
590618.33,16.88,3.28,221752.54,6.34
590671.03,16.88,3.29,221845.97,6.34
590975.2,16.9,3.3,221833.49,6.34
591165.65,16.9,3.31,222525.72,6.36
591029.67,16.91,3.31,222525.85,6.36
590893.7,16.91,3.31,222525.27,6.37
590893.7,16.91,3.31,222525.27,6.37
590736.34,16.9,3.3,222366.38,6.36
590439.91,16.9,3.3,221994.42,6.35
590439.91,16.9,3.3,221994.42,6.35
590303.93,16.9,3.3,222028.47,6.36
590167.96,16.9,3.3,222038.06,6.36
589896.62,16.89,3.29,221845.69,6.35
589760.65,16.89,3.29,221823.31,6.35
589813.35,16.9,3.3,221802.04,6.35
590109.37,16.91,3.31,222341.23,6.37
589973.39,16.91,3.31,222397.36,6.37
590163.84,16.92,3.32,222396.91,6.38
590216.55,16.92,3.33,222396.91,6.38
589844.55,16.92,3.32,222025.2,6.37
589708.57,16.92,3.32,222049.6,6.37
589502.14,16.91,3.31,222025.21,6.37
589554.84,16.92,3.32,222025.2,6.37
589850.86,16.93,3.33,222247.79,6.38
589903.56,16.93,3.34,222217.31,6.38
589956.27,16.94,3.34,222494.54,6.39
590008.97,16.94,3.35,223111.78,6.41
589872.99,16.94,3.35,223032.47,6.41
589872.99,16.94,3.35,223032.47,6.41
590063.44,16.95,3.36,223352.24,6.42
589927.46,16.95,3.36,223351.79,6.42
589791.49,16.96,3.36,223351.79,6.42
589844.19,16.96,3.36,223351.79,6.42
589708.21,16.96,3.36,223351.79,6.42
589572.23,16.96,3.36,223353.04,6.43
589436.26,16.96,3.37,223355.83,6.43
589300.28,16.96,3.37,223656.26,6.44
589164.3,16.97,3.37,223528.48,6.44
588867.87,16.96,3.36,223238.71,6.43
588731.9,16.96,3.36,223238.85,6.43
588359.9,16.95,3.35,223273.79,6.43
588223.92,16.95,3.35,223273.21,6.43
588087.94,16.95,3.36,223292.55,6.44
588140.64,16.96,3.36,223384.86,6.44
588004.67,16.96,3.36,223412.71,6.44
588300.69,16.97,3.37,223430.58,6.45
588164.71,16.97,3.37,223445.21,6.45
588028.73,16.97,3.37,223430.13,6.45
588081.43,16.98,3.38,223395.39,6.45
587945.46,16.98,3.38,223506.29,6.45
587594.28,16.97,3.37,224027.63,6.47
587636.16,16.98,3.38,224018.53,6.47
587688.86,16.98,3.38,223953.65,6.47
588073.52,16.99,3.4,224412.13,6.49
587937.55,17.0,3.4,224090.78,6.48
587990.25,17.0,3.4,224020.03,6.48
588042.95,17.01,3.41,224741.39,6.5
588095.65,17.01,3.41,224741.35,6.5
587959.67,17.01,3.42,224740.94,6.5
587647.57,17.01,3.41,224682.88,6.5
587511.6,17.01,3.41,224682.88,6.5
587564.3,17.01,3.41,224682.88,6.51
587860.32,17.02,3.43,224729.02,6.51
587913.02,17.03,3.43,224743.78,6.51
587965.72,17.03,3.44,225047.89,6.52
587829.75,17.04,3.44,225558.94,6.54
587671.07,17.03,3.43,225400.26,6.53
587547.71,17.03,3.44,224694.45,6.51
587175.71,17.02,3.43,224630.69,6.51
587128.49,17.03,3.43,224589.62,6.51
586992.51,17.03,3.43,224566.93,6.51
587182.96,17.04,3.44,224830.08,6.52
587373.41,17.05,3.45,224829.63,6.52
587426.12,17.05,3.45,224829.63,6.53
587426.12,17.05,3.45,224829.63,6.53
587290.14,17.05,3.45,224829.63,6.53
587154.16,17.05,3.46,224839.7,6.53
587018.18,17.05,3.46,224835.4,6.53
586882.21,17.06,3.46,224829.63,6.53
586934.91,17.06,3.46,225526.71,6.56
586728.48,17.06,3.46,225326.94,6.55
586592.5,17.06,3.46,225236.03,6.55
586456.52,17.06,3.46,225235.58,6.55
586320.55,17.06,3.46,225235.58,6.55
586184.57,17.06,3.46,225309.13,6.56
586237.27,17.07,3.47,225257.7,6.56
585917.27,17.06,3.46,224937.7,6.55
585781.29,17.06,3.46,224945.86,6.55
585834.0,17.06,3.47,224917.98,6.55
585698.02,17.07,3.47,225386.64,6.57
585750.72,17.07,3.47,225469.73,6.57
585614.74,17.07,3.47,225390.42,6.57
585667.44,17.08,3.48,225576.83,6.58
585720.15,17.08,3.49,225687.91,6.58
585584.17,17.08,3.49,225660.37,6.58
585448.19,17.09,3.49,225660.5,6.59
585312.21,17.09,3.49,225659.92,6.59
585176.24,17.09,3.49,225682.84,6.59
585480.41,17.1,3.5,225716.61,6.59
585110.26,17.09,3.49,225679.18,6.59
585162.96,17.1,3.5,225661.56,6.59
585458.98,17.11,3.51,226153.18,6.61
585096.98,17.1,3.5,225783.65,6.6
585096.98,17.1,3.5,225783.65,6.6
584800.55,17.09,3.49,225581.91,6.59
585107.39,17.1,3.5,225547.76,6.59
584960.6,17.1,3.51,226241.62,6.61
584824.62,17.1,3.51,226241.17,6.62
584453.94,17.1,3.5,225847.73,6.61
584317.97,17.1,3.5,225847.73,6.61
584181.99,17.1,3.5,225847.73,6.61
584181.99,17.1,3.5,225847.73,6.61
584234.69,17.1,3.51,225848.82,6.61
584098.71,17.1,3.51,225849.52,6.61
584552.28,17.12,3.52,225847.73,6.61
584082.73,17.11,3.51,226073.74,6.62
584386.91,17.12,3.52,226058.03,6.62
584250.93,17.12,3.52,226424.98,6.64
584114.95,17.12,3.52,226345.67,6.63
583978.98,17.12,3.52,226345.67,6.64
583843.0,17.12,3.53,226345.8,6.64
583843.0,17.12,3.53,226349.68,6.64
583472.85,17.12,3.52,226148.65,6.63
583525.55,17.12,3.52,226148.06,6.64
583389.57,17.12,3.52,226148.06,6.64
583442.27,17.13,3.53,226163.89,6.64
583306.3,17.13,3.53,226149.38,6.64
583170.32,17.13,3.53,226148.3,6.64
583034.34,17.13,3.53,226660.57,6.66
583087.04,17.14,3.54,226703.64,6.66
582951.07,17.14,3.54,226703.19,6.66
583003.77,17.14,3.55,226703.19,6.67
582867.79,17.14,3.55,226703.19,6.67
582731.81,17.14,3.55,226749.23,6.67
582922.27,17.15,3.56,226747.8,6.67
582922.27,17.15,3.56,226768.84,6.67
582974.97,17.16,3.56,226743.17,6.67
583027.67,17.17,3.57,226724.23,6.68
583027.67,17.17,3.57,226724.23,6.68
582731.24,17.16,3.56,227396.93,6.7
583184.81,17.17,3.57,227629.95,6.7
583184.81,17.17,3.57,227629.95,6.7
583048.83,17.17,3.58,227550.64,6.7
583048.83,17.17,3.58,227550.64,6.7
582912.85,17.17,3.58,227550.64,6.7
582776.88,17.18,3.58,227550.19,6.71
582640.9,17.18,3.58,227550.19,6.71
582342.89,17.17,3.57,227533.35,6.71
582395.59,17.18,3.58,227541.68,6.71
582174.05,17.17,3.57,227252.06,6.7
582364.51,17.18,3.58,227250.95,6.7
582228.53,17.18,3.58,227244.87,6.71
582092.55,17.18,3.58,227748.93,6.72
582145.25,17.19,3.59,227866.64,6.73
582197.95,17.19,3.6,227976.67,6.73
582061.98,17.19,3.6,227314.27,6.71
